fecha_extraccion;comuna;tipo_propiedad;titulo;precio;moneda;dormitorios;banos;metros_utiles;caracteristicas_raw;ubicacion
2025-11-29 18:14:47;Ñuñoa;casa;Casa Tradicional Ñuñoína | Cercana Al Metro Irarrázaval.;12990;CLF;5 dormitorios;3 baños;267 m² útiles;5 dormitorios | 3 baños | 267 m² útiles;Nancy, Ñuñoa, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Buena Casa En Excelente Sector De Ñuñoa;14000;CLF;5 dormitorios;4 baños;218 m² útiles;5 dormitorios | 4 baños | 218 m² útiles;Montenegro 1386, Ñuñoa, Nunoa, Parque Botánico, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa En Venta En Ñuñoa;16200;CLF;6 dormitorios;2 baños;270 m² útiles;6 dormitorios | 2 baños | 270 m² útiles;Ñuñoa, Región Metropolitana, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa Tres Dormitorios (125243);7000;CLF;3 dormitorios;3 baños;105 m² útiles;3 dormitorios | 3 baños | 105 m² útiles;Holanda 3000 - 3300 Ñuñoa, Chile, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Excelente Oportunidad, Regia Casa Pasos Irarrazaval;650000000;CLP;4 dormitorios;2 baños;170 m² útiles;4 dormitorios | 2 baños | 170 m² útiles;José Manuel Infante 2065, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Venta, Casa, Ñuñoa. 5d/2b;16000;CLF;5 dormitorios;2 baños;155 m² útiles;5 dormitorios | 2 baños | 155 m² útiles;"Jorge Washington 601 ; Ñuñoa, Ñuñoa";
2025-11-29 18:14:47;Ñuñoa;casa;Venta Casa En Ñuñoa/ Grecia (113434);10500;CLF;4 dormitorios;2 baños;196 m² útiles;4 dormitorios | 2 baños | 196 m² útiles;Santa Julia 1 - 300, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Gran Oportunidad 2 Casas Ñuñoa,  Lincoyan/tegualda;13900;CLF;4 dormitorios;2 baños;340 m² útiles;4 dormitorios | 2 baños | 340 m² útiles;Lincoyán 910, Ñuñoa, Metro Irarrázaval, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Gran Propiedad En Venta En Ñuñoa;12700;CLF;3 dormitorios;3 baños;205 m² útiles;3 dormitorios | 3 baños | 205 m² útiles;Coventry 1176, Santiago, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Nvo Precio  Casa 1p 140/413m2  (132593);10999;CLF;5 dormitorios;3 baños;140 m² útiles;5 dormitorios | 3 baños | 140 m² útiles;Augusto Villanueva 1 - 300, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Excelente Casa/ Comercial  (114329);11490;CLF;5 dormitorios;4 baños;298 m² útiles;5 dormitorios | 4 baños | 298 m² útiles;Los Jardines 1 - 300, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Gran Oportunidad Impecable Bella Mejor Ubicación Plza. Ñuñoa;8600;CLF;4 dormitorios;2 baños;100 m² útiles;4 dormitorios | 2 baños | 100 m² útiles;Dublé Almeyda 3531, Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa De 3d 2b Y Estacionamiento  Excelente Ubicación, Ñuñoa;6500;CLF;3 dormitorios;2 baños;98 m² útiles;3 dormitorios | 2 baños | 98 m² útiles;José Miguel Infante 3215, Ñuñoa, Santiago, Estadio Nacional, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa Con Amplias Habitaciones, Gran Patio En Comuna Ñuñoa;7488;CLF;4 dormitorios;2 baños;135 m² útiles;4 dormitorios | 2 baños | 135 m² útiles;Incahuasi 804, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Oferta Gran Terreno 422 M2 En Centro Ñuñoa Uf 22.77 X M2;9610;CLF;5 dormitorios;3 baños;145 m² útiles;5 dormitorios | 3 baños | 145 m² útiles;Rapel 344, Ñuñoa, Santiago, Villa Frei, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa Con Historia Y Modernidad En El Corazón De Ñuñoa 5d;7700;CLF;6 dormitorios;4 baños;157 m² útiles;6 dormitorios | 4 baños | 157 m² útiles;Sgto. Luis Navarrete 1500 - 1800, Ñuñoa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa En Venta De 3 Dorm. En Ñuñoa;7800;CLF;3 dormitorios;1 baño;93 m² útiles;3 dormitorios | 1 baño | 93 m² útiles;Eduardo Castillo Velasco, Villa Frei, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;En Venta Maravillosa Casa Aislada En Hannover, Ñuñoa;11700;CLF;4 dormitorios;3 baños;122 m² útiles;4 dormitorios | 3 baños | 122 m² útiles;Nueva Hannover 584, Ñuñoa, Santiago, Región Metropolitana, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa Buena Conectividad, 140 Const 176 Terreno. R. De Araya.;159000000;CLP;7 dormitorios;2 baños;140 m² útiles;7 dormitorios | 2 baños | 140 m² útiles;Av. Rodrigo De Araya 3690, Ñuñoa, Santiago, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Cine Hoyts La Reina;10200;CLF;3 dormitorios;3 baños;99 m² útiles;3 dormitorios | 3 baños | 99 m² útiles;Cine Hoyts La Reina, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Amplia Y Linda Casa De 3 Pisos Tipo Townhouse 4d, 2b, 2e;9600;CLF;4 dormitorios;2 baños;102 m² útiles;4 dormitorios | 2 baños | 102 m² útiles;Juan Moya Morales 408, Santiago, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Uf 12.100 Casa 4d + 2b + Servicios. Plaza Ñuñoa. Calle Resid;12100;CLF;5 dormitorios;3 baños;156 m² útiles;5 dormitorios | 3 baños | 156 m² útiles;Enrique Richard Con Jorge Washington, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Precio Conversable|casa Comercial Con Patente Vigente ;414000000;CLP;6 dormitorios;3 baños;90 m² útiles;6 dormitorios | 3 baños | 90 m² útiles;PRECIO CONVERSABLE|CASA COMERCIAL CON PATENTE VIGENTE, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Increíble Casa Estilo Años 50 En Ñuñoa ;10300;CLF;5 dormitorios;4 baños;121 m² útiles;5 dormitorios | 4 baños | 121 m² útiles;La Giralda 1642, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Casa Para Remodelar, Ñuñoa (116204);7122;CLF;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;Curamilla 1 - 300, Villa Frei, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;A Pasos Irarrázaval - Metro Ñuñoa - Comercial !!!;15200;CLF;3 dormitorios;3 baños;235 m² útiles;3 dormitorios | 3 baños | 235 m² útiles;Los Tres Antonios, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Sector Barrio Italia;11850;CLF;5 dormitorios;3 baños;300 m² útiles;5 dormitorios | 3 baños | 300 m² útiles;Sector Barrio Italia, Parque San Eugenio - Metro Ñuble, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Excelente Casa En Simon Bolivar/montenegro, Ñuñoa;10000;CLF;4 dormitorios;3 baños;119 m² útiles;4 dormitorios | 3 baños | 119 m² útiles;Av. Simón Bolívar 4416, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Excelente Ubicación (127580);8190;CLF;4 dormitorios;3 baños;118 m² útiles;4 dormitorios | 3 baños | 118 m² útiles;Diagonal Oriente 5100 - 5400, Ñuñoa, Chile, Diagonal Oriente, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Venta Casa 4hab 3ba Ñuñoa;12300;CLF;4 dormitorios;3 baños;126 m² útiles;4 dormitorios | 3 baños | 126 m² útiles;Rosita Renard, 1120, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Oportunidad De Casa  En Ñuñoa (96425);11990;CLF;3 dormitorios;3 baños;133 m² útiles;3 dormitorios | 3 baños | 133 m² útiles;Ramón Escobar 300 - 600, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Venta Casa 2 Pisos, 4 D, 2 B En Villa Olimpica, Ñuñoa;4200;CLF;4 dormitorios;2 baños;74 m² útiles;4 dormitorios | 2 baños | 74 m² útiles;VENTA CASA 2 PISOS, 4 D, 2 B EN VILLA OLIMPICA, ÑUÑOA, Estadio Nacional, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Amplia Casa En Condominio_ Exenta Del Pago De Contribuciones;8500;CLF;5 dormitorios;3 baños;134 m² útiles;5 dormitorios | 3 baños | 134 m² útiles;General Gorostiaga 953, Ñuñoa, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;¡oportunidad Única De Inversión En Ñuñoa !;12600;CLF;6 dormitorios;6 baños;202 m² útiles;6 dormitorios | 6 baños | 202 m² útiles;AV. SUCRE, 2100 - 2400, Metro Ñuñoa, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Sector Metro Irarrázaval;12500;CLF;4 dormitorios;3 baños;370 m² útiles;4 dormitorios | 3 baños | 370 m² útiles;Sector Metro Irarrázaval, Estadio Nacional, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Estupenda Casa Remodelada En Barrio Patrimonial De Ñuñoa;10650;CLF;3 dormitorios;3 baños;171 m² útiles;3 dormitorios | 3 baños | 171 m² útiles;Suárez Mujica 2358, 7750557 Santiago, Ñuñoa, Región Metropolitana, Chile, Estadio Nacional, Ñuñoa;
2025-11-29 18:14:47;Ñuñoa;casa;Amplia Y Acogedora Casa 4dorm+3b+2est Zona Consolidada Ñuñoa;7900;CLF;4 dormitorios;3 baños;97 m² útiles;4 dormitorios | 3 baños | 97 m² útiles;José María Narbona 4954, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Excelente Casa Av Grecia Ñuñoa Apta Remodelar;7290;CLF;5 dormitorios;2 baños;92 m² útiles;5 dormitorios | 2 baños | 92 m² útiles;Av. Grecia 3600 - 3900, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Clásica Y Moderna, Año 1954;13000;CLF;4 dormitorios;2 baños;183 m² útiles;4 dormitorios | 2 baños | 183 m² útiles;José Ignacio Vergara 3394, Ñuñoa, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Venta Casa Antigua 2d 1b E - Ñuñoa;7600;CLF;2 dormitorios;1 baño;70 m² útiles;2 dormitorios | 1 baño | 70 m² útiles;Montenegro 1700, Diego De Almagro, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Metro Orientales Dos Cuadras Eduardo Castillo Velasco 4d 2b;6980;CLF;4 dormitorios;2 baños;252 m² útiles;4 dormitorios | 2 baños | 252 m² útiles;Alcalde Eduardo Castillo Velasco 4800 - 5100, Ñuñoa, Santiago, Diagonal Oriente, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Oportunidad Casa 4 Dormitorios 3 Baños Pasaje Cerrado;10900;CLF;4 dormitorios;3 baños;140 m² útiles;4 dormitorios | 3 baños | 140 m² útiles;Bremen 300 - 600, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Oportunidad! Amplia Casa En Barrio Residencial;9400;CLF;4 dormitorios;3 baños;119 m² útiles;4 dormitorios | 3 baños | 119 m² útiles;Ortúzar 160, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Ñuñoa (74037);15400;CLF;6 dormitorios;3 baños;190 m² útiles;6 dormitorios | 3 baños | 190 m² útiles;San Juan De Luz 4800 - 5100, Diego De Almagro, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Amplia Casa En Oferta En Ñuñoa (127463);7350;CLF;4 dormitorios;2 baños;86 m² útiles;4 dormitorios | 2 baños | 86 m² útiles;Curamilla 1 - 300, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Linda Casa 200 Mts2 3 Dorm 2 Estacionamien Pedro Lobos Ñuñoa;8400;CLF;3 dormitorios;2 baños;114 m² útiles;3 dormitorios | 2 baños | 114 m² útiles;Pedro Lobos, Ñuñoa, Chile, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Se Vende Casa De 4d-3b-1est.  En Ñuñoa (118358);8900;CLF;4 dormitorios;3 baños;113 m² útiles;4 dormitorios | 3 baños | 113 m² útiles;Hamburgo 300 - 600, Ñuñoa, Santiago, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Garcia Moreno - Av Echeñique (89520);18500;CLF;4 dormitorios;3 baños;285 m² útiles;4 dormitorios | 3 baños | 285 m² útiles;García Moreno 900 - 1200, Parque Botánico, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Comercial En Venta De 4 Dorm. En Ñuñoa;18000;CLF;4 dormitorios;3 baños;21.678 m² útiles;4 dormitorios | 3 baños | 21.678 m² útiles;Rengo Con Atahualpa, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Los Jardines / Parque Juan Xxiii (107682);8900;CLF;3 dormitorios;3 baños;274 m² útiles;3 dormitorios | 3 baños | 274 m² útiles;Los Jardines, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Ñuñoa Bella Y Amplia . Gran Oportunidad;9580;CLF;4 dormitorios;2 baños;135 m² útiles;4 dormitorios | 2 baños | 135 m² útiles;Pje. Juan Moya Morales 663, 7760225 Ñuñoa, Región Metropolitana, Chile, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa 3 Pisos Ñuñoa 3dorm 3baños 2est (127226);11000;CLF;3 dormitorios;3 baños;102 m² útiles;3 dormitorios | 3 baños | 102 m² útiles;Diego De Almagro 4500 - 4800, Ñuñoa, Chile, Diego De Almagro, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta Para Remodelación En Comuna De Ñuñoa;11100;CLF;4 dormitorios;3 baños;124 m² útiles;4 dormitorios | 3 baños | 124 m² útiles;General Gorostiaga 800 - 900, Comuna De Ñuñoa, Región Metropolitana, Parque Botánico, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Amplio Inmueble Con Potencial Comercial $715.000.000;715000000;CLP;5 dormitorios;3 baños;285 m² útiles;5 dormitorios | 3 baños | 285 m² útiles;Brown Sur 1 - 300, Ñuñoa, Región Metropolitana, Chile, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Comercial;20000;CLF;4 dormitorios;3 baños;183 m² útiles;4 dormitorios | 3 baños | 183 m² útiles;Estrella Solitaria 5620, Ñuñoa, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa A La Venta Ñuñoa/estrella Solitaria;16700;CLF;5 dormitorios;4 baños;200 m² útiles;5 dormitorios | 4 baños | 200 m² útiles;Estrella Solitaria 5169, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Para Remodelar 100 M2 En Terreno De 260 M2 Aprox;250000000;CLP;3 dormitorios;1 baño;100 m² útiles;3 dormitorios | 1 baño | 100 m² útiles;Seminario 1512, Ñuñoa, Parque San Eugenio - Metro Ñuble, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Ubicación Privilegiada Casa Antigua Para Renovar En Ñuñoa;105000000;CLP;3 dormitorios;1 baño;95 m² útiles;3 dormitorios | 1 baño | 95 m² útiles;Los Alerces, 1, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Venta Casa 3 Dormitorios 1 Baño, Metro Ñuble, Ñuñoa;90000000;CLP;3 dormitorios;1 baño;57 m² útiles;3 dormitorios | 1 baño | 57 m² útiles;Los Jornaleros 1576, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Recién Remodelada;11000;CLF;4 dormitorios;3 baños;113 m² útiles;4 dormitorios | 3 baños | 113 m² útiles;Dr. Agustín Andrade 3900 - 4200, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Pasaje Cerrado, 3 Dormitorios 2 Baños;8000;CLF;3 dormitorios;2 baños;99 m² útiles;3 dormitorios | 2 baños | 99 m² útiles;Dr. Johow, Ñuñoa, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa; 4dor/2b/patio/bodeg/antonio Varas/irarraz. (69346);6600;CLF;4 dormitorios;2 baños;104 m² útiles;4 dormitorios | 2 baños | 104 m² útiles;Sargento Luis Navarrete 1800 - 2100, Ñuñoa, Chile, Metro Monseñor Eyzaguirre, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Emilia Tellez / Ortuzar;11970;CLF;4 dormitorios;2 baños;114 m² útiles;4 dormitorios | 2 baños | 114 m² útiles;Emilia Téllez 4591, Ñuñoa, Parque Botánico, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Gran Oportunidad Townhouse 3d 3b Comodidad Y Ubicación;8700;CLF;3 dormitorios;3 baños;100 m² útiles;3 dormitorios | 3 baños | 100 m² útiles;Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Estrella Solitaria;370000000;CLP;3 dormitorios;2 baños;132 m² útiles;3 dormitorios | 2 baños | 132 m² útiles;Estrella Solitaria 5655, 7790669 Ñuñoa, Región Metropolitana, Chile, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta De 5 Dormitorios (130319);12662;CLF;5 dormitorios;3 baños;164 m² útiles;5 dormitorios | 3 baños | 164 m² útiles;Pucará 3900 - 4200, Ñuñoa, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta En Ñuñoa Cercana A Metro Los Orientales;6890;CLF;3 dormitorios;2 baños;92 m² útiles;3 dormitorios | 2 baños | 92 m² útiles;CERCANA AL METRO LOS ORIENTALES, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Gran Casa Inversionistas;545000000;CLP;6 dormitorios;3 baños;430 m² útiles;6 dormitorios | 3 baños | 430 m² útiles;Eduardo Castillo Velasco 815, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Sector Montenegro Tobalaba;9800;CLF;3 dormitorios;2 baños;146 m² útiles;3 dormitorios | 2 baños | 146 m² útiles;Sector Montenegro Tobalaba, Amapolas, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta Ñuñoa, Esquina Y Ampliación Independiente;159000000;CLP;7 dormitorios;2 baños;120 m² útiles;7 dormitorios | 2 baños | 120 m² útiles;Av. Rodrigo De Araya 3600 - 3900, Ñuñoa, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Sector Colegio Calasanz;12900;CLF;5 dormitorios;3 baños;351 m² útiles;5 dormitorios | 3 baños | 351 m² útiles;Sector Colegio Calasanz, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta De 3 Dorm. 2 Baños En Ñuñoa;8800;CLF;3 dormitorios;2 baños;126 m² útiles;3 dormitorios | 2 baños | 126 m² útiles;Emilia Tellez / Montenegro, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Simon Bolivar/ Hamburgo;15400;CLF;4 dormitorios;4 baños;200 m² útiles;4 dormitorios | 4 baños | 200 m² útiles;Pascual Baburizza 300 - 600, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Cómoda Y Amplia Casa En Pasaje Cerrado Ñuñoa (129595);7140;CLF;3 dormitorios;3 baños;130 m² útiles;3 dormitorios | 3 baños | 130 m² útiles;Diagonal Suárez Mujica 1 - 300, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Pasaje, Living Comedor, 3 Dorm 1 Baño,;90000000;CLP;3 dormitorios;1 baño;75 m² útiles;3 dormitorios | 1 baño | 75 m² útiles;Los Carpinteros 1683, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta De 3d/3b Ñuñoa;10310;CLF;3 dormitorios;3 baños;155 m² útiles;3 dormitorios | 3 baños | 155 m² útiles;Elicer Parada - Emilia Tellez, Parque Botánico, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Amplia Casa En Venta Rodrigo De Araya / Quivolgo, Ñuñoa ;159000000;CLP;7 dormitorios;2 baños;140 m² útiles;7 dormitorios | 2 baños | 140 m² útiles;Av. Rodrigo De Araya 3690, Ñuñoa, Santiago, Juan Gómez Millas, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Rebajada! Fantástica Y En Condominio;254000000;CLP;4 dormitorios;3 baños;115 m² útiles;4 dormitorios | 3 baños | 115 m² útiles;Diag. Ote. 5562, 7.7601e+06 - 7.7604e+06 Ñuñoa, Región Metropolitana, Chile, Diagonal Oriente, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Venta 4d 3b Mas Servicio En Ñuñoa;7980;CLF;4 dormitorios;3 baños;104 m² útiles;4 dormitorios | 3 baños | 104 m² útiles;Holanda Llegando A Simon Bolivar, Plaza Ñuñoa, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;En Venta, Amplia Casa Familiar En Excelente Sector De Ñuñoa!;8200;CLF;4 dormitorios;2 baños;149 m² útiles;4 dormitorios | 2 baños | 149 m² útiles;Los Jardines 770, Santiago, Ñuñoa, Parque Juan XXIII, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Excelente Propiedad En Sector Muy Tranquilo Y Bien Conectado;8550;CLF;3 dormitorios;2 baños;89 m² útiles;3 dormitorios | 2 baños | 89 m² útiles;La Giralda 1738, Ñuñoa, Amapolas, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Rebajada! Casa Para Remodelar 3d/1b Cerca Portal Ñuñoa;165000000;CLP;3 dormitorios;1 baño;65 m² útiles;3 dormitorios | 1 baño | 65 m² útiles;Pje. Veintiocho 1200 - 1500, Ñuñoa, Región Metropolitana, Chile, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Se Vende Casa Remodelada 4d 3b + Estacionamiento, Ñuñoa.;275000000;CLP;4 dormitorios;3 baños;125 m² útiles;4 dormitorios | 3 baños | 125 m² útiles;Los Alerces 2947, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa En Ñuñoa Con Gran Terreno Y Potencial De Ampliación;6700;CLF;3 dormitorios;2 baños;76 m² útiles;3 dormitorios | 2 baños | 76 m² útiles;Quinquimo 608, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:15:19;Ñuñoa;casa;Casa Remodelada - Nueva - J. Pedro Alessandri (125031);7980;CLF;4 dormitorios;3 baños;129 m² útiles;4 dormitorios | 3 baños | 129 m² útiles;Avenida José Pedro Alessandri 0, Estadio Nacional, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Casa Remodelada Con Dptos Independietes, Gran Terreno;19800;CLF;6 dormitorios;5 baños;215 m² útiles;6 dormitorios | 5 baños | 215 m² útiles;Montenegro 1147, 7790378 Ñuñoa, Región Metropolitana, Chile, Parque Botánico, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Amplia Casa 3d/1b En Sector Tranquilo Y Cerca Futuro Metro;170000000;CLP;3 dormitorios;1 baño;60 m² útiles;3 dormitorios | 1 baño | 60 m² útiles;Pje. Veintiocho 1200 - 1500, Ñuñoa, Región Metropolitana, Chile, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Casa En Venta 4dorm.-obispo Orrego/av. Grecia-villa Olímpica;4200;CLF;4 dormitorios;2 baños;75 m² útiles;4 dormitorios | 2 baños | 75 m² útiles;Obispo Orrego 1200 - 1500, Ñuñoa, Estadio Nacional, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Vende Casa En Ñuñoa, 3d, 2b, 6.700 U.f. Villa Frei;6700;CLF;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;Quinquimo 608, Ñuñoa, Villa Frei, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Exclusivo Townhouse - Solo 3 Casas - Mejor Precio De Ñuñoa;8400;CLF;3 dormitorios;3 baños;77 m² útiles;3 dormitorios | 3 baños | 77 m² útiles;Heriberto Covarrubias 756, Ñuñoa, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Oportunidad En Rosita Renard 5 Dormitorios, 2b,1e,seguridad;8150;CLF;3 dormitorios;2 baños;110 m² útiles;3 dormitorios | 2 baños | 110 m² útiles;Rosita Renard 900 - 1200, Ñuñoa, Metro Simón Bolivar, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Buena Oportunidad Y Ubicación Atractiva;232000000;CLP;3 dormitorios;2 baños;70 m² útiles;3 dormitorios | 2 baños | 70 m² útiles;La Verbena 4779, Amapolas, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Casa En Ramón Cruz;145000000;CLP;2 dormitorios;1 baño;43 m² útiles;2 dormitorios | 1 baño | 43 m² útiles;Ramón Cruz Montt 1621, Ñuñoa, Villa Los Jardínes - Villa Los Presidentes, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Venta. $ 275 Millones Luminosa Y Amplia Casa, 3 Dormitorios;275000000;CLP;3 dormitorios;1 baño;70 m² útiles;3 dormitorios | 1 baño | 70 m² útiles;Pedro Rico 5425, Ñuñoa, Diagonal Oriente, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;En Venta Hermosa Casa 3d2b En Ñuñoa - Calle Hannover;9800;CLF;3 dormitorios;2 baños;110 m² útiles;3 dormitorios | 2 baños | 110 m² útiles;Hannover 5356, Ñuñoa, Plaza Egaña, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Venta Casa Metro Simon Bolivar (130018);16000;CLF;3 dormitorios;2 baños;120 m² útiles;3 dormitorios | 2 baños | 120 m² útiles;Estrella Solitaria 1 - 300, Ñuñoa;
2025-11-29 18:16:10;Ñuñoa;casa;Casa 1 Piso Aislada 4dormitorios + 4 Baños.-;10499;CLF;4 dormitorios;4 baños;168 m² útiles;4 dormitorios | 4 baños | 168 m² útiles;AV. MANUEL MONTT // ANTONIO VARAS, Metro Monseñor Eyzaguirre, Ñuñoa;
