Unnamed: 0,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna_left,published,divisa,region,grid_id,x_utm,y_utm,comuna_right,zona_utm,crs_epsg,fecha_creacion,procesado,dist_educacion_basica_m,dist_educacion_superior_m,dist_educacion_parvularia_m,dist_salud_m,dist_salud_clinicas_m,dist_transporte_metro_m,dist_transporte_carga_m,dist_seguridad_pdi_m,dist_seguridad_cuarteles_m,dist_seguridad_bomberos_m,dist_areas_verdes_m,dist_ocio_m,dist_turismo_m,dist_servicios_publicos_m,dist_servicios_sernam_m,dist_comercio_m,dist_puntos_interes_m,dist_educacion_min_m,dist_salud_min_m,dist_seguridad_min_m,dist_transporte_min_m,distancias_calculadas,fecha_distancias,dens_educacion_300m_km2,dens_educacion_600m_km2,dens_educacion_1000m_km2,dens_salud_300m_km2,dens_salud_600m_km2,dens_salud_1000m_km2,dens_comercio_300m_km2,dens_comercio_600m_km2,dens_comercio_1000m_km2,dens_seguridad_300m_km2,dens_seguridad_600m_km2,dens_seguridad_1000m_km2,dens_transporte_300m_km2,dens_transporte_600m_km2,dens_transporte_1000m_km2,dens_recreacion_300m_km2,dens_recreacion_600m_km2,dens_recreacion_1000m_km2,dens_total_300m_km2,dens_total_600m_km2,dens_total_1000m_km2,diversidad_servicios_300m,diversidad_servicios_600m,diversidad_servicios_1000m,dens_norm_educacion_300m_km2,dens_norm_educacion_600m_km2,dens_norm_educacion_1000m_km2,dens_norm_salud_300m_km2,dens_norm_salud_600m_km2,dens_norm_salud_1000m_km2,dens_norm_comercio_300m_km2,dens_norm_comercio_600m_km2,dens_norm_comercio_1000m_km2,dens_norm_seguridad_300m_km2,dens_norm_seguridad_600m_km2,dens_norm_seguridad_1000m_km2,dens_norm_transporte_300m_km2,dens_norm_transporte_600m_km2,dens_norm_transporte_1000m_km2,dens_norm_recreacion_300m_km2,dens_norm_recreacion_600m_km2,dens_norm_recreacion_1000m_km2,dens_norm_total_300m_km2,dens_norm_total_600m_km2,dens_norm_total_1000m_km2,div_norm_servicios_300m,div_norm_servicios_600m,div_norm_servicios_1000m,densidades_calculadas,fecha_densidades,dist_to_grid
1091,1092,https://www.portalinmobiliario.com/mlc-1278649035-departamento-fuenzalida-urrejola-id-60292-_jm#position=47&search_layout=stack&type=item&tracking_id=31729715-96ba-4b8c-a97c-f0af1f0bcb4f,departamento fuenzalida urrejola id: 60292,13.0,"fuenzalida urrejola, lo ovalle, la cisterna",46.0,44.0,0.0,2,2,1,1.0,0,,50000.0,,loft,0,0,0,60292,2023-02-11 00:00:00.000000,publicado hace 32 días por houm,-33.5177,-70.6528895,La cisterna,2023-01-11 17:56:38.676545,undefined,Rm (metropolitana),GRID_0007_0042,345399.8451130898,6293891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,158.03142271681523,1392.4384952967662,158.03072007673887,1660.7975173258997,2865.1596462408493,695.8832255421054,990.2569778366557,296.8121630388142,994.3069059056082,5357.246171625395,36.0351582236087,149.01381390772366,1621.737686776491,2138.7712183333097,4481.302808015851,684.0412295106839,1127.1406844242115,158.03072007673887,1660.7975173258997,296.8121630388142,695.8832255421054,True,2025-10-10 11:54:16,7.084928637072259,4.428080398167534,5.101148618689106,0.0,0.0,0.0,0.0,0.0,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.31882178866806915,17.712321592680645,20.36916983157066,16.897554799407665,28.33971454828903,25.6828663093717,24.549277727441325,3.0,3.0,5.0,0.3703703703703704,0.3496503496503497,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,1.0,1.5151515151515151,2.4731182795698925,2.9444444444444446,0.7339449541284403,1.16,1.3485113835376534,5.0,5.0,8.333333333333334,True,2025-10-10 11:55:26,3950.111209902534
1092,1093,https://www.portalinmobiliario.com/mlc-1301705027-departamento-octava-avenida-id-5889-_jm#position=48&search_layout=stack&type=item&tracking_id=31729715-96ba-4b8c-a97c-f0af1f0bcb4f,departamento octava avenida id: 5889,411448.0,"octava avenida, vivaceta, conchalí",49.0,45.0,0.0,1,1,1,1.0,0,1.0,60000.0,,loft,0,0,0,5889,2023-02-11 00:00:00.000000,publicado hace 12 días por houm,-33.3854338,-70.6777488,Conchalí,2023-01-31 17:56:38.676550,pesos,Rm (metropolitana),GRID_0046_0035,343999.8451130898,6301691.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,531.4593055624948,2768.75406756297,531.4593055624948,2593.493791585713,3339.3721266465477,3182.180094476954,2227.6838781302354,2863.4267229246734,1151.640217338759,3590.4766004893836,178.4290170329245,174.98070846438912,1538.5184702541153,3698.055490056667,2286.4999234967163,2715.4794459872965,2550.303646923012,531.4593055624948,2593.493791585713,1151.640217338759,2227.6838781302354,True,2025-10-10 11:54:16,0.0,1.7712321592670137,1.9129307320084148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.254785911216775,15.055473353769617,10.52111902604628,21.254785911216775,16.826705513036632,12.434049758054694,1.0,2.0,2.0,0.0,0.13986013986013987,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8181818181818183,1.827956989247312,1.8333333333333333,0.5504587155963303,0.76,0.6830122591943957,1.6666666666666665,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,3034.311902244362
1093,1094,https://www.portalinmobiliario.com/mlc-1291306490-departamento-coronel-souper-id-97443-_jm#position=49&search_layout=stack&type=item&tracking_id=31729715-96ba-4b8c-a97c-f0af1f0bcb4f,departamento coronel souper id: 97443,270000.0,"coronel souper, san alberto hurtado, estación central",30.0,28.0,0.0,1,1,1,,0,,37000.0,,loft,0,0,0,97443,2023-02-11 00:00:00.000000,publicado hace 21 días por houm,-33.4570605,-70.6921296,Estación central,2023-01-22 17:56:38.676554,pesos,Rm (metropolitana),GRID_0021_0029,342799.8451130898,6296691.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,120.04446635445665,505.5679738237813,120.04446635445665,654.7683183737789,901.7465736007763,1130.5898467182178,1639.937134906787,1325.7919701286387,713.7233782777427,4446.050134510766,391.47039645886844,513.5565581252931,674.4860011415126,423.3700711187203,1274.9612669853047,474.57075400950066,174.3077109960838,120.04446635445665,654.7683183737789,713.7233782777427,1130.5898467182178,True,2025-10-10 11:54:16,21.254785911216775,12.398625114869096,16.578733010739594,0.0,0.0,0.6376435773361383,3.5424643185361293,2.6568482389005204,3.5070396753487603,0.0,0.0,0.31882178866806915,0.0,0.0,0.0,0.0,13.284241194502602,17.535198376743804,24.797250229752905,28.33971454827222,38.577436428836364,2.0,3.0,5.0,1.1111111111111112,0.9790209790209791,2.311111111111111,0.0,0.0,0.5128205128205129,0.09615384615384616,0.15957446808510636,0.3559870550161812,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,0.0,1.6129032258064515,3.055555555555556,0.6422018348623854,1.28,2.1190893169877407,3.333333333333333,5.0,8.333333333333334,True,2025-10-10 11:55:26,92.35873606007482
1094,1095,https://www.portalinmobiliario.com/mlc-1287425366-departamento-luminoso-en-jardin-del-este-_jm#position=50&search_layout=stack&type=item&tracking_id=31729715-96ba-4b8c-a97c-f0af1f0bcb4f,departamento luminoso en  jardín del este,38.0,"luis carrera, vitacura, chile, jardín del este, vitacura",100.0,90.0,0.0,0,2,2,2.0,5,1.0,170000.0,,,4,3,3,,2023-02-11 00:00:00.000000,02_11_2023,-33.3916185,-70.5838257,Vitacura,2023-02-12 17:56:38.676559,undefined,Rm (metropolitana),GRID_0040_0081,353199.8451130898,6300491.179614866,La Reina,19S,32719.0,2025-10-10 11:53:43,False,580.6561396216606,2640.247051704861,828.4347869935799,2413.08147538492,2661.182177449037,2156.0047578255553,859.9179205215463,3731.7327665119687,3169.5738789282263,4559.611557875932,106.57792221606957,219.9604243724558,5473.133121248534,3525.641487354709,4373.856301789853,734.1047664166101,743.207368324533,580.6561396216606,2413.08147538492,3169.5738789282263,859.9179205215463,True,2025-10-10 11:54:16,0.0,0.8856160796335069,2.869396098012622,0.0,0.0,0.0,0.0,0.0,3.1882178866806914,0.0,0.0,0.0,0.0,0.0,0.31882178866806915,17.712321592680645,11.513009035235589,10.83994081471435,17.712321592680645,12.398625114869096,17.216376588075732,1.0,2.0,4.0,0.0,0.06993006993006994,0.4,0.0,0.0,0.0,0.0,0.0,0.3236245954692557,0.0,0.0,0.0,0.0,0.0,1.0,1.5151515151515151,1.3978494623655913,1.8888888888888888,0.4587155963302752,0.56,0.945709281961471,1.6666666666666665,3.333333333333333,6.666666666666666,True,2025-10-10 11:55:26,3719.3490567921212
1095,1096,https://www.portalinmobiliario.com/mlc-1267313009-morande-924-departamento-1d1b-santiago-_jm#position=1&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"morandé 924 - departamento 1d1b, santiago",306000.0,"morandé 924, santiago, chile, centro histórico de santiago, santiago",0.0,33.0,0.0,0,0,0,,0,,70000.0,,,0,0,0,6367937,2023-02-11 00:00:00.000000,publicado hace 38 días por blue home,,,Santiago,2023-01-05 17:56:38.676560,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1096,1097,https://www.portalinmobiliario.com/mlc-1289513962-pedro-alarcon-932-departamento-1d1b-san-miguel-_jm#position=2&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"pedro alarcón 932 -  departamento 1d1b, san miguel",340000.0,"alcalde pedro alarcón 932, san miguel, chile, el llano, san miguel",45.0,45.0,0.0,0,1,1,,0,,70000.0,,departamento,19,16,2,,2023-02-11 00:00:00.000000,publicado hace 23 días por blue home,,,San miguel,2023-01-20 17:56:38.676565,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1097,1098,https://www.portalinmobiliario.com/mlc-1313691389-la-nieves-paul-claudel-av-presidente-kennedy-_jm#position=3&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,,4500000.0,"la nieves/ paul claudel/ av. presidente kennedy, parque bicentenario, vitacura",304.0,264.0,40.0,6,4,4,1.0,0,,450000.0,,semi piso,6,0,0,2902,2023-02-11 00:00:00.000000,publicado hace 7 días por redflip,-33.4060196,-70.596165,Vitacura,2023-02-05 17:56:38.676570,pesos,Rm (metropolitana),GRID_0039_0076,352199.8451130898,6300291.179614866,La Reina,19S,32719.0,2025-10-10 11:53:43,False,398.8174081281801,1632.1881648856365,398.8174081281801,2753.2040337703797,1708.6421010487961,1929.423914747983,1556.625408252897,3250.46439729851,3245.659002413426,4066.1927507915957,376.2961657932276,269.9897190871105,4456.021537300755,3087.669307344335,4170.672424991005,927.0545089300072,509.58568183627375,398.8174081281801,1708.6421010487961,3245.659002413426,1556.625408252897,True,2025-10-10 11:54:16,0.0,1.7712321592670137,2.550574309344553,0.0,0.0,0.0,0.0,0.8856160796335069,0.9564653660042074,0.0,0.0,0.0,0.0,0.0,0.0,7.084928637072259,16.82670551303663,15.303445856067318,7.084928637072259,19.48355375193715,18.810485531416077,1.0,3.0,3.0,0.0,0.13986013986013987,0.35555555555555557,0.0,0.0,0.0,0.0,0.05319148936170213,0.09708737864077671,0.0,0.0,0.0,0.0,0.0,0.0,0.6060606060606062,2.0430107526881716,2.6666666666666665,0.1834862385321101,0.88,1.0332749562171628,1.6666666666666665,5.0,5.0,True,2025-10-10 11:55:26,2355.77909133069
1098,1099,https://www.portalinmobiliario.com/mlc-1291220547-mp-santa-ana-home-studio-_jm#position=4&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,mp- santa ana home studio,250000.0,"amunátegui 620, santiago, chile, centro histórico de santiago, santiago",0.0,26.0,0.0,0,0,0,,0,,0.0,,,0,0,0,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4366783,-70.6569825,Santiago,2023-02-12 17:56:38.676575,pesos,Rm (metropolitana),GRID_0033_0045,345999.8451130898,6299091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,119.4234176236588,238.97549154188283,119.4234176236588,300.71094722006916,1392.9748078060168,1825.7532595097475,381.36970349991543,128.20201753535983,627.8514101842454,518.5216231875776,224.07254124051636,143.59873255152547,255.6662485952133,595.5865750825001,503.77407732200294,220.47968062224496,122.16275138190773,119.4234176236588,300.71094722006916,128.20201753535983,381.36970349991543,True,2025-10-10 11:54:16,14.169857274144517,15.055473353769617,17.535198376743804,0.0,4.428080398167534,8.289366505369797,24.797250229752905,18.597937672303644,23.911634150105183,3.5424643185361293,4.428080398167534,2.550574309344553,0.0,0.8856160796335069,1.2752871546722766,24.797250229752905,29.225330627905727,31.244535289470775,67.30682205218645,72.62051852994756,84.80659578570638,4.0,6.0,6.0,0.7407407407407408,1.188811188811189,2.444444444444444,0.0,1.7241379310344827,6.666666666666666,0.6730769230769231,1.1170212765957446,2.4271844660194173,2.5,7.142857142857142,8.88888888888889,0.0,1.666666666666667,4.0,2.121212121212121,3.548387096774193,5.444444444444445,1.7431192660550456,3.28,4.658493870402801,6.666666666666666,10.0,10.0,True,2025-10-10 11:55:26,34.506929061450016
1099,1100,https://www.portalinmobiliario.com/mlc-1255417443-departamento-2d-y-1b-disp-inmediata-_jm#position=5&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento 2d. y 1b. disp. inmediata,370000.0,"avenida fernández albano 565, la cisterna, san ramón, chile, el parrón, la cisterna",45.0,53.0,0.0,0,2,1,,0,1.0,90000.0,,,0,0,12,,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.5249597,-70.654558,La cisterna,2023-02-12 17:56:38.676576,pesos,Rm (metropolitana),GRID_0007_0042,345399.8451130898,6293891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,158.03142271681523,1392.4384952967662,158.03072007673887,1660.7975173258997,2865.1596462408493,695.8832255421054,990.2569778366557,296.8121630388142,994.3069059056082,5357.246171625395,36.0351582236087,149.01381390772366,1621.737686776491,2138.7712183333097,4481.302808015851,684.0412295106839,1127.1406844242115,158.03072007673887,1660.7975173258997,296.8121630388142,695.8832255421054,True,2025-10-10 11:54:16,7.084928637072259,4.428080398167534,5.101148618689106,0.0,0.0,0.0,0.0,0.0,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.31882178866806915,17.712321592680645,20.36916983157066,16.897554799407665,28.33971454828903,25.6828663093717,24.549277727441325,3.0,3.0,5.0,0.3703703703703704,0.3496503496503497,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,1.0,1.5151515151515151,2.4731182795698925,2.9444444444444446,0.7339449541284403,1.16,1.3485113835376534,5.0,5.0,8.333333333333334,True,2025-10-10 11:55:26,4700.482542087165
1100,1101,https://www.portalinmobiliario.com/mlc-1283895726-departamento-eleuterio-ramirez-id-101448-_jm#position=6&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento eleuterio ramírez id: 101448,315000.0,"eleuterio ramírez, bulnes, santiago",35.0,35.0,0.0,1,1,1,,0,,50000.0,,loft,0,0,0,101448,2023-02-11 00:00:00.000000,publicado hace 29 días por houm,-33.4497349,-70.6531153,Santiago,2023-01-14 17:56:38.676577,pesos,Rm (metropolitana),GRID_0026_0047,346399.8451130898,6297691.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,386.1373151641169,121.22267315313674,386.1373151641169,54.439683183538634,864.4859503493759,2199.6002361517512,249.3588108974876,478.9179373312013,975.593810661509,1444.2485390535742,10.763320049377176,66.18366906390536,392.34788085398463,1378.6625729793998,1818.642716376819,89.07388558954732,132.21249678509602,121.22267315313674,54.439683183538634,478.9179373312013,249.3588108974876,True,2025-10-10 11:54:16,46.052036140969676,45.16642006130885,42.08447610418512,7.084928637072259,9.741776875968576,9.245831871374005,95.64653660047549,87.67599188371717,93.73360586841233,0.0,0.8856160796335069,0.6376435773361383,3.5424643185361293,0.8856160796335069,1.5941089433403457,38.967107503897424,32.76779494643976,29.969248134798498,191.29307320095097,177.12321592670136,177.26491449944646,5.0,6.0,6.0,2.4074074074074074,3.5664335664335667,5.866666666666665,1.5384615384615385,3.793103448275862,7.435897435897436,2.5961538461538463,5.26595744680851,9.514563106796118,0.0,1.4285714285714284,2.2222222222222223,3.333333333333334,1.666666666666667,5.0,3.333333333333334,3.9784946236559144,5.222222222222222,4.954128440366972,7.999999999999999,9.737302977232925,8.333333333333334,10.0,10.0,True,2025-10-10 11:55:26,75.98821680975604
1101,1102,https://www.portalinmobiliario.com/mlc-1245222335-departamento-avenida-lo-ovalle-id-100055-_jm#position=7&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida lo ovalle id: 100055,430000.0,"avenida lo ovalle, lo ovalle, la cisterna",52.0,49.0,0.0,2,2,2,1.0,0,,80000.0,,loft,0,0,0,100055,2023-02-11 00:00:00.000000,publicado hace 53 días por houm,-33.5142599,-70.6601565,La cisterna,2022-12-21 17:56:38.676582,pesos,Rm (metropolitana),GRID_0007_0042,345399.8451130898,6293891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,158.03142271681523,1392.4384952967662,158.03072007673887,1660.7975173258997,2865.1596462408493,695.8832255421054,990.2569778366557,296.8121630388142,994.3069059056082,5357.246171625395,36.0351582236087,149.01381390772366,1621.737686776491,2138.7712183333097,4481.302808015851,684.0412295106839,1127.1406844242115,158.03072007673887,1660.7975173258997,296.8121630388142,695.8832255421054,True,2025-10-10 11:54:16,7.084928637072259,4.428080398167534,5.101148618689106,0.0,0.0,0.0,0.0,0.0,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.31882178866806915,17.712321592680645,20.36916983157066,16.897554799407665,28.33971454828903,25.6828663093717,24.549277727441325,3.0,3.0,5.0,0.3703703703703704,0.3496503496503497,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,1.0,1.5151515151515151,2.4731182795698925,2.9444444444444446,0.7339449541284403,1.16,1.3485113835376534,5.0,5.0,8.333333333333334,True,2025-10-10 11:55:26,3449.749641492788
1102,1103,https://www.portalinmobiliario.com/mlc-1281354943-amplio-en-la-gloria-_jm#position=8&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,amplio en la gloria,45.0,"los militares 5051, las condes, región metropolitana, chile, nueva las condes, las condes",160.0,145.0,15.0,0,3,3,1.0,100,1.0,360000.0,,piso,0,0,4,eb-mi4655,2023-02-11 00:00:00.000000,corredora con identidad verificada,-33.4086344,-70.5772632,Las condes,2023-02-12 17:56:38.676587,undefined,Rm (metropolitana),GRID_0040_0082,353399.8451130898,6300491.179614866,La Reina,19S,32719.0,2025-10-10 11:53:43,False,386.56924759448196,2797.6679610654833,629.1676677330344,2353.246185417965,2839.5125826103285,2042.9153867395453,770.0219350369832,3559.505228329811,3153.505725562515,4642.685387138748,75.74442743020415,253.09691263795824,5666.496422065265,3604.955377869839,4402.091456789918,741.1054244691373,747.1981171809301,386.56924759448196,2353.246185417965,3153.505725562515,770.0219350369832,True,2025-10-10 11:54:16,0.0,0.8856160796335069,1.5941089433403457,0.0,0.0,0.0,0.0,0.0,4.1446832526848985,0.0,0.0,0.0,0.0,0.0,0.31882178866806915,38.967107503897424,10.627392955602081,9.245831871374005,38.967107503897424,11.513009035235589,15.303445856067318,1.0,2.0,4.0,0.0,0.06993006993006994,0.22222222222222224,0.0,0.0,0.0,0.0,0.0,0.42071197411003236,0.0,0.0,0.0,0.0,0.0,1.0,3.333333333333334,1.290322580645161,1.6111111111111112,1.0091743119266057,0.52,0.840630472854641,1.6666666666666665,3.333333333333333,6.666666666666666,True,2025-10-10 11:55:26,1808.6291944777472
1103,1104,https://www.portalinmobiliario.com/mlc-1291207820-departamento-avenida-maria-rozas-velasquez-id-88486-_jm#position=9&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento avenida maría rozas velásquez id: 88486,340000.0,"avenida maría rozas velásquez, metro las rejas, estación central",45.0,45.0,0.0,2,2,1,1.0,0,1.0,50000.0,,loft,0,0,0,88486,2023-02-11 00:00:00.000000,publicado hace 21 días por houm,-33.452548,-70.705951,Estación central,2023-01-22 17:56:38.676588,pesos,Rm (metropolitana),GRID_0024_0022,341399.8451130898,6297291.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,207.87537207951937,755.8918687812439,55.63325321170654,1834.963193015004,609.555360771228,1830.1911241797527,3012.5846958439265,1117.7774779847844,1306.478080235929,5437.610046681645,94.81729731502556,627.5020811869665,1875.145014954697,1555.6102750379794,1045.923043775424,1478.1566099023912,1283.2003093049104,55.63325321170654,609.555360771228,1117.7774779847844,1830.1911241797527,True,2025-10-10 11:54:16,24.797250229752905,10.627392955602081,11.796406180718558,0.0,0.0,0.6376435773361383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.339714548289034,16.82670551303663,28.69396098012622,53.13696477804194,27.454098468638712,41.12801073818092,2.0,2.0,3.0,1.2962962962962963,0.8391608391608391,1.6444444444444442,0.0,0.0,0.5128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4242424242424248,2.0430107526881716,5.0,1.3761467889908259,1.24,2.2591943957968477,3.333333333333333,3.333333333333333,5.0,True,2025-10-10 11:55:26,68.98178292701031
1104,1105,https://www.portalinmobiliario.com/mlc-1308150215-departamento-zenteno-id-15815-_jm#position=10&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento zenteno id: 15815,390000.0,"zenteno, parque o'higgins, santiago",36.0,36.0,0.0,2,2,1,,0,,50000.0,,loft,0,0,0,15815,2023-02-11 00:00:00.000000,publicado hace 9 días por houm,-33.4656858,-70.6497684,Santiago,2023-02-03 17:56:38.676592,pesos,Rm (metropolitana),GRID_0017_0048,346599.8451130898,6295891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,201.89152306941057,653.0842060680992,201.89152306941057,538.6933275163278,776.05420512577,1407.721481509248,211.4348491462867,1877.4774684854483,478.3593860422449,3240.563110676113,477.6389960009423,323.6006860948468,755.3124621288558,1749.552063142143,3628.6884189126067,414.22951289030186,374.43969101280544,201.89152306941057,538.6933275163278,478.3593860422449,211.4348491462867,True,2025-10-10 11:54:16,28.339714548289034,16.82670551303663,15.303445856067318,0.0,0.8856160796335069,1.5941089433403457,0.0,6.199312557434548,9.564653660042074,0.0,0.8856160796335069,0.31882178866806915,3.5424643185361293,2.6568482389005204,2.550574309344553,0.0,7.084928637068055,16.259911222071526,31.882178866825164,34.539027105706765,45.59151577953389,2.0,6.0,6.0,1.4814814814814816,1.3286713286713288,2.1333333333333333,0.0,0.3448275862068966,1.282051282051282,0.0,0.3723404255319149,0.970873786407767,0.0,1.4285714285714284,1.1111111111111112,3.333333333333334,5.0,8.0,0.0,0.8602150537634408,2.833333333333334,0.8256880733944955,1.56,2.504378283712785,3.333333333333333,10.0,10.0,True,2025-10-10 11:55:26,94.9137987051297
1105,1106,https://www.portalinmobiliario.com/mlc-1294398287-departamento-santa-petronila-id-82743-_jm#position=11&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,departamento santa petronila id: 82743,285000.0,"santa petronila, metro las rejas, estación central",0.0,35.0,0.0,0,0,0,,0,,55000.0,,,0,0,0,82743,2023-02-11 00:00:00.000000,publicado hace 17 días por houm,-33.4541037,-70.7048823,Estación central,2023-01-26 17:56:38.676597,pesos,Rm (metropolitana),GRID_0023_0023,341599.8451130898,6297091.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,32.93168732457069,477.1028120414952,32.93168732457069,1634.3982632324617,339.2611046391988,1928.6735864194568,2848.2165868363504,1156.0978977515535,1144.0449741395855,5323.213054073853,60.73552546525035,599.8749518467532,1673.4784504622198,1342.5261887649249,826.890351128861,1403.9637346717564,1170.6014205759193,32.93168732457069,339.2611046391988,1144.0449741395855,1928.6735864194568,True,2025-10-10 11:54:16,21.254785911216775,13.284241194502602,14.028158701395041,0.0,1.7712321592670137,0.6376435773361383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.88217886682516,22.14040199083767,30.606891712134637,53.136964778041936,37.19587534460729,45.27269399086582,2.0,3.0,3.0,1.1111111111111112,1.048951048951049,1.9555555555555553,0.0,0.6896551724137931,0.5128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.727272727272727,2.6881720430107525,5.333333333333333,1.3761467889908259,1.68,2.486865148861646,3.333333333333333,5.0,5.0,True,2025-10-10 11:55:26,55.66444622091807
1106,1107,https://www.portalinmobiliario.com/mlc-1283859549-pedro-alarcon-932-departamento-2d2b3c-san-miguel-_jm#position=12&search_layout=stack&type=item&tracking_id=8bcec4c0-ae51-467a-a1d9-e0fa846a2127,"pedro alarcón 932 -  departamento 2d2b(3c), san miguel",394000.0,"alcalde pedro alarcón 932, san miguel, chile, el llano, san miguel",45.0,45.0,1.0,0,2,2,,1,,81000.0,,departamento,19,16,2,,2023-02-11 00:00:00.000000,publicado hace 29 días por blue home,-33.4868876,-70.64723,San miguel,2023-01-14 17:56:38.676602,pesos,Rm (metropolitana),GRID_0008_0050,346999.8451130898,6294091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,203.99384218695215,245.74255729167373,203.99384218695215,663.1519177152667,1914.968857766585,917.2878965314306,1234.4036036842704,1773.6502115473952,1823.897893129801,4916.3404160132095,248.03757162638894,168.7503343289365,1058.3617982584456,562.1327459744091,5461.966898334957,1093.8604579365694,1125.2894855779884,203.99384218695215,663.1519177152667,1773.6502115473952,917.2878965314306,True,2025-10-10 11:54:16,10.627392955608387,2.6568482389005204,4.1446832526848985,0.0,0.0,0.6376435773361383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.169857274144517,12.398625114869096,15.941089433403457,24.797250229752905,15.055473353769617,20.723416263424493,2.0,2.0,3.0,0.5555555555555556,0.20979020979020976,0.5777777777777777,0.0,0.0,0.5128205128205129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2121212121212124,1.5053763440860215,2.7777777777777777,0.6422018348623854,0.68,1.138353765323993,3.333333333333333,3.333333333333333,5.0,True,2025-10-10 11:55:26,571.6610957107378
