Unnamed: 0,id,link,titulo,precio,direction,superficie_total,superficie_util,superficie_terraza,ambientes,dormitorios,banos,estacionamientos,cant_max_habitantes,bodegas,gastos_comunes,orientacion,tipo_departamento,cantidad_pisos,departamentos_piso,numero_piso_unidad,codigo,fecha,published_time,latitude,longitude,comuna_left,published,divisa,region,grid_id,x_utm,y_utm,comuna_right,zona_utm,crs_epsg,fecha_creacion,procesado,dist_educacion_basica_m,dist_educacion_superior_m,dist_educacion_parvularia_m,dist_salud_m,dist_salud_clinicas_m,dist_transporte_metro_m,dist_transporte_carga_m,dist_seguridad_pdi_m,dist_seguridad_cuarteles_m,dist_seguridad_bomberos_m,dist_areas_verdes_m,dist_ocio_m,dist_turismo_m,dist_servicios_publicos_m,dist_servicios_sernam_m,dist_comercio_m,dist_puntos_interes_m,dist_educacion_min_m,dist_salud_min_m,dist_seguridad_min_m,dist_transporte_min_m,distancias_calculadas,fecha_distancias,dens_educacion_300m_km2,dens_educacion_600m_km2,dens_educacion_1000m_km2,dens_salud_300m_km2,dens_salud_600m_km2,dens_salud_1000m_km2,dens_comercio_300m_km2,dens_comercio_600m_km2,dens_comercio_1000m_km2,dens_seguridad_300m_km2,dens_seguridad_600m_km2,dens_seguridad_1000m_km2,dens_transporte_300m_km2,dens_transporte_600m_km2,dens_transporte_1000m_km2,dens_recreacion_300m_km2,dens_recreacion_600m_km2,dens_recreacion_1000m_km2,dens_total_300m_km2,dens_total_600m_km2,dens_total_1000m_km2,diversidad_servicios_300m,diversidad_servicios_600m,diversidad_servicios_1000m,dens_norm_educacion_300m_km2,dens_norm_educacion_600m_km2,dens_norm_educacion_1000m_km2,dens_norm_salud_300m_km2,dens_norm_salud_600m_km2,dens_norm_salud_1000m_km2,dens_norm_comercio_300m_km2,dens_norm_comercio_600m_km2,dens_norm_comercio_1000m_km2,dens_norm_seguridad_300m_km2,dens_norm_seguridad_600m_km2,dens_norm_seguridad_1000m_km2,dens_norm_transporte_300m_km2,dens_norm_transporte_600m_km2,dens_norm_transporte_1000m_km2,dens_norm_recreacion_300m_km2,dens_norm_recreacion_600m_km2,dens_norm_recreacion_1000m_km2,dens_norm_total_300m_km2,dens_norm_total_600m_km2,dens_norm_total_1000m_km2,div_norm_servicios_300m,div_norm_servicios_600m,div_norm_servicios_1000m,densidades_calculadas,fecha_densidades,dist_to_grid
268,269,https://www.portalinmobiliario.com/mlc-1291199403-edificio-av-maria-rozas-velasquez-vista-oriente-piso-13-_jm#position=22&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio av. maría rozas velásquez- vista oriente piso 13,265000.0,"av. maría rozas velásquez 1 - 300, metro las rejas, estación central",2873.0,25.0,35.0,1,0,1,,2,,40000.0,,,29,14,13,446916,2023-02-11 00:00:00.000000,publicado hace 21 días por assetplan chile,,,Estación central,2023-01-22 17:56:38.670851,pesos,Rm (metropolitana),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,270,https://www.portalinmobiliario.com/mlc-1182701428-edificio-la-virgen-vista-sur-piso-5-_jm#position=23&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio la virgen- vista sur piso 5,470000.0,"la virgen 133, cerro blanco, recoleta",3716.0,32.0,428.0,2,1,1,1.0,2,1.0,50000.0,,,14,7,5,447051,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.42498,-70.639374,Recoleta,2022-12-12 17:56:38.670856,pesos,Rm (metropolitana),GRID_0038_0051,347199.8451130898,6300091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,138.8463911701031,655.7975244853145,138.8463911701031,1210.7424649761317,256.96598273889384,596.9777285532448,1689.5062006796416,1163.583777657632,684.3478243321765,1178.5703945289288,243.01423895909736,438.82985718107204,828.4263189030709,1199.1961568690729,1085.550838114313,335.82362398521855,828.4263189030709,138.8463911701031,256.96598273889384,684.3478243321765,596.9777285532448,True,2025-10-10 11:54:16,14.169857274144517,6.199312557434548,5.738792196025244,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,2.6568482389005204,2.550574309344553,0.0,0.0,0.6376435773361383,0.0,0.0,0.0,3.5424643185361293,3.5424643185340274,13.071693335390835,21.254785911216775,13.284241194502602,22.31752520676484,3.0,4.0,5.0,0.7407407407407408,0.48951048951048953,0.8,0.7692307692307693,0.3448275862068966,0.25641025641025644,0.0,0.15957446808510636,0.25889967637540456,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.3030303030303031,0.4301075268817204,2.277777777777778,0.5504587155963303,0.6,1.2259194395796849,5.0,6.666666666666666,8.333333333333334,True,2025-10-10 11:55:26,493.00624574459107
270,271,https://www.portalinmobiliario.com/mlc-1303826019-edificio-angamos-vista-oriente-piso-12-_jm#position=24&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio angamos- vista oriente piso 12,350000.0,"angamos 300 - 600, santa isabel, santiago",36.0,31.0,5.0,2,1,1,,2,,55000.0,,,14,11,12,459812,2023-02-11 00:00:00.000000,publicado hace 11 días por assetplan chile,-33.446976,-70.638603,Santiago,2023-02-01 17:56:38.670885,pesos,Rm (metropolitana),GRID_0027_0053,347599.8451130898,6297891.179614866,Ñuñoa,19S,32719.0,2025-10-10 11:53:43,False,261.28095533366456,143.68149763675572,261.28095533366456,391.8736591767097,422.7465856247065,1770.4554295586656,317.04354787584396,738.4523694965768,1236.8980997649164,1645.9702184180178,159.6744559290883,49.29716059893986,307.61113551110725,1538.7804286457092,2082.343181897377,39.756335321426135,352.54202314026213,143.68149763675572,391.8736591767097,738.4523694965768,317.04354787584396,True,2025-10-10 11:54:16,53.136964778041936,22.14040199083767,21.361059840760632,0.0,5.313696477801041,4.1446832526848985,53.136964778041936,24.797250229738193,47.18562472287423,0.0,0.0,0.31882178866806915,0.0,2.6568482389005204,1.2752871546722766,24.797250229752905,23.911634150104685,28.056317402790082,131.07117978583676,78.81983108738211,102.3417941624502,3.0,5.0,6.0,2.7777777777777777,1.7482517482517481,2.9777777777777774,0.0,2.068965517241379,3.333333333333333,1.4423076923076925,1.4893617021276595,4.789644012944984,0.0,0.0,1.1111111111111112,0.0,5.0,4.0,2.121212121212121,2.9032258064516125,4.888888888888888,3.3944954128440363,3.56,5.621716287215412,5.0,8.333333333333334,10.0,True,2025-10-10 11:55:26,118.27478289213907
271,272,https://www.portalinmobiliario.com/mlc-1309895566-edificio-av-almte-blanco-encalada-vista-nororiente-piso-_jm#position=25&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio av. almte. blanco encalada- vista nororiente piso ,500000.0,"av. almte. blanco encalada 2400 - 2700, barrio república, santiago",4632.0,44.0,216.0,3,2,2,1.0,4,1.0,70000.0,,,9,16,1,444742,2023-02-11 00:00:00.000000,publicado hace 8 días por assetplan chile,-33.457825,-70.670456,Santiago,2023-02-04 17:56:38.670891,pesos,Rm (metropolitana),GRID_0021_0039,344799.8451130898,6296691.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,271.2979804900571,201.47683490376275,166.09079261927204,576.0472545544136,2649.5737768874574,1571.817599844073,386.24249541910325,1939.7787262248733,419.5697534949329,2983.169832734976,21.33061142851141,247.81306729121923,599.784974068751,1899.773708244714,3182.9640491543114,174.68127146345168,293.1375846994695,166.09079261927204,576.0472545544136,419.5697534949329,386.24249541910325,True,2025-10-10 11:54:16,24.797250229752905,22.14040199083767,27.737495614122015,0.0,0.8856160796335069,0.9564653660042074,7.084928637072259,18.597937672303644,18.17284195407994,0.0,0.8856160796335069,0.31882178866806915,0.0,0.8856160796335069,0.6376435773361383,17.712321592680645,9.741776875968576,10.202297237378213,49.59450045950581,53.136964778010416,58.02556553758858,3.0,6.0,6.0,1.2962962962962963,1.7482517482517481,3.8666666666666667,0.0,0.3448275862068966,0.7692307692307693,0.19230769230769232,1.1170212765957446,1.844660194174757,0.0,1.4285714285714284,1.1111111111111112,0.0,1.666666666666667,2.0,1.5151515151515151,1.182795698924731,1.777777777777778,1.2844036697247707,2.4,3.18739054290718,5.0,10.0,10.0,True,2025-10-10 11:55:26,48.007433190840096
272,273,https://www.portalinmobiliario.com/mlc-1187855902-edificio-alvarez-toledo-vista-poniente-piso-16-_jm#position=26&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio alvarez toledo- vista poniente piso 16,439000.0,"álvarez de toledo 978, el llano, san miguel",51.0,41.0,10.0,3,2,2,,4,,95000.0,,,19,10,16,449373,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.490517,-70.649239,San miguel,2022-12-12 17:56:38.670897,pesos,Rm (metropolitana),GRID_0008_0049,346799.8451130898,6294091.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,196.99030738104884,152.3501515758865,196.99030738104884,642.2665822582571,1963.6538088441812,720.1682453014274,1124.9696334571074,1573.710609501886,1843.2960814170935,5047.439420735162,110.40083636083195,33.172878855877975,1134.513135386912,740.8320713095053,5439.420736923233,1083.1114923280397,981.7674995230396,152.3501515758865,642.2665822582571,1573.710609501886,720.1682453014274,True,2025-10-10 11:54:16,10.627392955608387,2.6568482389005204,4.1446832526848985,0.0,0.0,0.6376435773361383,0.0,0.0,0.31882178866806915,0.0,0.0,0.0,0.0,0.0,0.0,24.797250229752905,17.712321592670136,18.17284195407994,35.42464318536129,20.369169831570655,23.273990572769044,2.0,2.0,4.0,0.5555555555555556,0.20979020979020976,0.5777777777777777,0.0,0.0,0.5128205128205129,0.0,0.0,0.03236245954692557,0.0,0.0,0.0,0.0,0.0,0.0,2.121212121212121,2.150537634408602,3.1666666666666665,0.9174311926605504,0.92,1.2784588441330995,3.333333333333333,3.333333333333333,6.666666666666666,True,2025-10-10 11:55:26,976.1339438652569
273,274,https://www.portalinmobiliario.com/mlc-1281391552-edificio-eyzaguirre-vista-oriente-piso-2-_jm#position=27&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio eyzaguirre- vista oriente piso 2,335000.0,"eyzaguirre 600 - 900, san diego, santiago",3458.0,34.0,0.0,2,1,1,,2,,50000.0,,,12,37,2,459451,2023-02-11 00:00:00.000000,publicado hace 31 días por assetplan chile,-33.451885,-70.646027,Santiago,2023-01-12 17:56:38.670926,pesos,Rm (metropolitana),GRID_0025_0050,346999.8451130898,6297491.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,226.65382180291,370.044427333761,226.65382180291,204.04137170897081,567.5090202693464,1651.980987302533,321.26143519987977,285.70970863254075,1532.630548227869,1709.1624066538704,212.00920464932256,125.33447436819485,665.3941798036003,1616.538848146037,2137.94984496669,174.10958231186035,424.73297638821066,226.65382180291,204.04137170897081,285.70970863254075,321.26143519987977,True,2025-10-10 11:54:16,7.084928637072259,24.797250229738193,23.911634150105183,3.5424643185361293,5.313696477801041,4.782326830021037,187.75060888241484,135.49926018392654,78.74898180101307,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,1.7712321592670137,2.231752520676484,21.254785911216775,16.82670551303663,26.14338667078167,223.17525206777614,185.0937606434029,136.13690376126553,5.0,6.0,6.0,0.3703703703703704,1.9580419580419581,3.3333333333333326,0.7692307692307693,2.068965517241379,3.8461538461538463,5.096153846153846,8.138297872340424,7.993527508090614,2.5,1.4285714285714284,1.1111111111111112,0.0,3.333333333333334,7.0,1.8181818181818183,2.0430107526881716,4.555555555555556,5.779816513761467,8.36,7.478108581436077,8.333333333333334,10.0,10.0,True,2025-10-10 11:55:26,88.86718240180264
274,275,https://www.portalinmobiliario.com/mlc-1187849442-edificio-conecta-ureta-vista-poniente-piso-18-_jm#position=28&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio conecta ureta- vista poniente piso 18,280000.0,"josé ureta 139, lo ovalle, la cisterna",3004.0,30.0,0.0,2,1,1,,2,,61000.0,,departamento,20,12,18,438823,2023-02-11 00:00:00.000000,publicado hace 2 meses por assetplan,-33.517998,-70.657471,La cisterna,2022-12-12 17:56:38.670933,pesos,Rm (metropolitana),GRID_0007_0042,345399.8451130898,6293891.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,158.03142271681523,1392.4384952967662,158.03072007673887,1660.7975173258997,2865.1596462408493,695.8832255421054,990.2569778366557,296.8121630388142,994.3069059056082,5357.246171625395,36.0351582236087,149.01381390772366,1621.737686776491,2138.7712183333097,4481.302808015851,684.0412295106839,1127.1406844242115,158.03072007673887,1660.7975173258997,296.8121630388142,695.8832255421054,True,2025-10-10 11:54:16,7.084928637072259,4.428080398167534,5.101148618689106,0.0,0.0,0.0,0.0,0.0,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.31882178866806915,17.712321592680645,20.36916983157066,16.897554799407665,28.33971454828903,25.6828663093717,24.549277727441325,3.0,3.0,5.0,0.3703703703703704,0.3496503496503497,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,1.0,1.5151515151515151,2.4731182795698925,2.9444444444444446,0.7339449541284403,1.16,1.3485113835376534,5.0,5.0,8.333333333333334,True,2025-10-10 11:55:26,3893.3620396383894
275,276,https://www.portalinmobiliario.com/mlc-1312718640-edificio-vicuna-mackenna-oriente-vista-oriente-piso-7-_jm#position=29&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio vicuña mackenna oriente- vista oriente piso 7,340000.0,"vicuña mackenna oriente 7200 - 7500, plaza vespucio, la florida",3721.0,32.0,488.0,2,1,1,,2,,55000.0,,,26,12,7,215990,2023-02-11 00:00:00.000000,publicado hace 7 días por assetplan chile,-33.522243,-70.598457,La florida,2023-02-05 17:56:38.670962,pesos,Rm (metropolitana),GRID_0009_0070,350999.8451130898,6294291.179614866,Ñuñoa,19S,32719.0,2025-10-10 11:53:43,False,455.03888157719393,1341.0398177584668,455.0396274127699,2884.540971965311,3713.7466036552373,2131.9058702345287,3659.5746197271837,1121.1013390125295,1432.9035719701542,2052.7025690023834,422.6614707193292,698.5253323364309,3770.4738825991403,3059.4594233686294,2504.59370492813,2842.6064869845104,2884.540971965311,455.03888157719393,2884.540971965311,1121.1013390125295,2131.9058702345287,True,2025-10-10 11:54:16,0.0,6.199312557434548,3.1882178866806914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5424643185340274,7.651722928033659,0.0,9.741776875968576,10.83994081471435,0.0,2.0,2.0,0.0,0.48951048951048953,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4301075268817204,1.3333333333333333,0.0,0.44,0.595446584938704,0.0,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,4653.673284894676
276,277,https://www.portalinmobiliario.com/mlc-1297488103-edificio-av-el-parron-vista-poniente-piso-2-_jm#position=30&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio av. el parrón- vista poniente piso 2,300000.0,"av. el parrón 103 1 - 300, el parrón, la cisterna",31.0,29.0,2.0,2,1,1,,2,1.0,45000.0,,,14,16,2,459588,2023-02-11 00:00:00.000000,publicado hace 14 días por assetplan chile,-33.526997,-70.660133,La cisterna,2023-01-29 17:56:38.670968,pesos,Rm (metropolitana),GRID_0003_0031,343199.8451130898,6293091.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,62.41134013269614,3152.470220948353,62.41134013269614,2855.616190698144,3956.226958402662,3018.9185866291778,2058.697650779339,2278.555860337899,1177.360022359458,6890.439221270014,99.66238861279069,293.08322535028776,2795.4076943231903,4006.9394619005493,3554.2960675428226,1870.9517818572458,2223.200096782642,62.41134013269614,2855.616190698144,1177.360022359458,2058.697650779339,True,2025-10-10 11:54:16,7.084928637072259,1.7712321592670137,1.2752871546722766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.627392955608387,8.856160796335068,5.101148618689106,17.712321592680645,10.627392955602081,6.376435773361383,2.0,2.0,2.0,0.3703703703703704,0.13986013986013987,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909092,1.075268817204301,0.888888888888889,0.4587155963302752,0.48,0.3502626970227671,3.333333333333333,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,4822.483036026197
277,278,https://www.portalinmobiliario.com/mlc-1267551607-edificio-chacabuco-vista-poniente-piso-5-_jm#position=31&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio chacabuco- vista poniente piso 5,330000.0,"chacabuco 900 - 1200, parque los reyes, santiago",34.0,32.0,2.0,2,1,1,,2,,60000.0,,,26,15,5,458894,2023-02-11 00:00:00.000000,publicado hace 38 días por assetplan chile,-33.432533,-70.679649,Santiago,2023-01-05 17:56:38.670974,pesos,Rm (metropolitana),GRID_0035_0034,343799.8451130898,6299491.179614866,Santiago,19S,32719.0,2025-10-10 11:53:43,False,395.35724881802446,586.6505197003794,368.88167951836186,1000.7832010101973,3205.527502545257,1936.7587086172246,298.6646313954553,1239.7612660129548,1390.8101802626034,2740.8264935989173,599.609831889084,533.6328713853025,839.8601305055049,2549.843704894806,755.3516727390853,643.3149139213192,342.4962448139042,368.88167951836186,1000.7832010101973,1239.7612660129548,298.6646313954553,True,2025-10-10 11:54:16,0.0,8.856160796335068,12.115227969386627,0.0,0.0,0.0,0.0,0.8856160796335069,2.231752520676484,0.0,0.0,0.0,3.5424643185361293,1.7712321592670137,1.2752871546722766,0.0,1.7712321592670137,5.101148618689106,3.5424643185361293,13.284241194502602,20.723416263424493,1.0,4.0,4.0,0.0,0.6993006993006994,1.6888888888888887,0.0,0.0,0.0,0.0,0.05319148936170213,0.226537216828479,0.0,0.0,0.0,3.333333333333334,3.333333333333334,4.0,0.0,0.2150537634408602,0.888888888888889,0.09174311926605505,0.6,1.138353765323993,1.6666666666666665,6.666666666666666,6.666666666666666,True,2025-10-10 11:55:26,56.17518746496502
278,279,https://www.portalinmobiliario.com/mlc-1282338949-edificio-matucana-vista-poniente-piso-6-_jm#position=32&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio matucana- vista poniente piso 6,319000.0,"matucana 1 - 300, barrio yungay, santiago",3574.0,32.0,297.0,2,1,1,,2,,60000.0,,,10,15,6,441980,2023-02-11 00:00:00.000000,publicado hace 30 días por assetplan chile,-33.447788,-70.679062,Santiago,2023-01-13 17:56:38.670979,pesos,Rm (metropolitana),GRID_0027_0035,343999.8451130898,6297891.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,182.00257533948272,367.09029211264766,353.7817758034817,481.4598049812167,2344.3351786877347,588.6370261098177,465.67739031247675,1009.143224963269,727.1095686540492,2805.6594849833036,306.0759690808952,392.949475868098,664.3692373089759,1326.800772281207,1961.5773620171244,475.6643546417414,362.94971386672137,182.00257533948272,481.4598049812167,727.1095686540492,465.67739031247675,True,2025-10-10 11:54:16,7.084928637072259,21.254785911204163,20.723416263424493,0.0,1.7712321592670137,0.6376435773361383,0.0,7.9705447167015615,8.608188294037866,0.0,0.0,0.31882178866806915,0.0,0.8856160796335069,0.31882178866806915,0.0,30.99656278717274,22.955168784100977,7.084928637072259,62.878741653978985,53.56206049623561,1.0,5.0,6.0,0.3703703703703704,1.6783216783216781,2.8888888888888884,0.0,0.6896551724137931,0.5128205128205129,0.0,0.47872340425531906,0.8737864077669903,0.0,0.0,1.1111111111111112,0.0,1.666666666666667,1.0,0.0,3.763440860215053,4.0,0.1834862385321101,2.84,2.942206654991243,1.6666666666666665,8.333333333333334,10.0,True,2025-10-10 11:55:26,103.40133217521964
279,280,https://www.portalinmobiliario.com/mlc-1295894657-edificio-nicasio-retamales-vista-norte-piso-6-_jm#position=33&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio nicasio retamales- vista norte piso 6,300000.0,"nicasio retamales 1 - 300, san alberto hurtado, estación central",3502.0,31.0,31.0,2,1,1,,2,,60000.0,,,28,12,6,216872,2023-02-11 00:00:00.000000,publicado hace 16 días por assetplan chile,-33.452358,-70.692116,Estación central,2023-01-27 17:56:38.670984,pesos,Rm (metropolitana),GRID_0024_0029,342799.8451130898,6297291.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,235.01343068720186,245.58152550611595,105.41719036257723,445.0443995198392,1002.7448233940977,758.0569406724597,1702.2397592614827,1740.0832912896255,145.01723986450057,4147.283609354796,195.23431055316766,48.97758020045398,485.90787211443785,246.68172935363128,1580.4408531013773,293.4642809877311,382.1876304306819,105.41719036257723,445.0443995198392,145.01723986450057,758.0569406724597,True,2025-10-10 11:54:16,24.797250229752905,16.82670551303663,16.259911222071526,0.0,0.8856160796335069,0.31882178866806915,3.5424643185361293,7.084928637068055,3.5070396753487603,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,0.0,0.0,35.42464318536129,27.454098468638712,23.592812361437115,67.30682205218645,53.13696477801041,43.997406836193534,4.0,5.0,5.0,1.2962962962962963,1.3286713286713288,2.2666666666666666,0.0,0.3448275862068966,0.25641025641025644,0.09615384615384616,0.425531914893617,0.3559870550161812,2.5,1.4285714285714284,1.1111111111111112,0.0,0.0,0.0,3.0303030303030303,3.333333333333333,4.111111111111111,1.7431192660550456,2.4,2.4168126094570925,6.666666666666666,8.333333333333334,8.333333333333334,True,2025-10-10 11:55:26,68.3243802282853
280,281,https://www.portalinmobiliario.com/mlc-1257459474-edificio-maria-rozas-velasquez-vista-norte-piso-19-_jm#position=34&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio maría rozas velásquez- vista norte piso 19,300000.0,"maría rozas velásquez 1 - 300, metro las rejas, estación central",30.0,30.0,0.0,2,1,1,1.0,2,,45000.0,,,30,22,19,455065,2023-02-11 00:00:00.000000,publicado hace 45 días por assetplan chile,-33.453945,-70.705856,Estación central,2022-12-29 17:56:38.670989,pesos,Rm (metropolitana),GRID_0023_0022,341399.8451130898,6297091.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,107.72056937871368,608.9896849323753,107.72056937871368,1834.1143905039937,453.4320807984913,1742.9238981154865,3047.3527494610103,988.3619475018035,1337.7874748072095,5508.484653135251,88.0922111170045,620.049265793549,1873.2619844255137,1542.526101878926,850.4112696537494,1298.6948748308307,1350.8034355220134,107.72056937871368,453.4320807984913,988.3619475018035,1742.9238981154865,True,2025-10-10 11:54:16,28.339714548289034,10.627392955602081,12.115227969386627,0.0,1.7712321592670137,0.6376435773361383,0.0,0.0,0.0,0.0,0.0,0.31882178866806915,0.0,0.0,0.0,38.967107503897424,22.14040199083767,35.70804033082374,67.30682205218646,34.539027105706765,48.779733666214575,2.0,3.0,4.0,1.4814814814814816,0.8391608391608391,1.6888888888888887,0.0,0.6896551724137931,0.5128205128205129,0.0,0.0,0.0,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,3.333333333333334,2.6881720430107525,6.222222222222222,1.743119266055046,1.56,2.679509632224168,3.333333333333333,5.0,6.666666666666666,True,2025-10-10 11:55:26,58.23793476494702
281,282,https://www.portalinmobiliario.com/mlc-1297501163-edificio-nicasio-retamales-vista-norte-piso-7-_jm#position=35&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio nicasio retamales- vista norte piso 7,450000.0,"nicasio retamales 1 - 300, san alberto hurtado, estación central",499.0,46.0,308.0,3,2,2,1.0,4,,100000.0,,,28,12,7,100570,2023-02-11 00:00:00.000000,publicado hace 14 días por assetplan chile,-33.452358,-70.692116,Estación central,2023-01-29 17:56:38.670994,pesos,Rm (metropolitana),GRID_0024_0029,342799.8451130898,6297291.179614866,Estación Central,19S,32719.0,2025-10-10 11:53:43,False,235.01343068720186,245.58152550611595,105.41719036257723,445.0443995198392,1002.7448233940977,758.0569406724597,1702.2397592614827,1740.0832912896255,145.01723986450057,4147.283609354796,195.23431055316766,48.97758020045398,485.90787211443785,246.68172935363128,1580.4408531013773,293.4642809877311,382.1876304306819,105.41719036257723,445.0443995198392,145.01723986450057,758.0569406724597,True,2025-10-10 11:54:16,24.797250229752905,16.82670551303663,16.259911222071526,0.0,0.8856160796335069,0.31882178866806915,3.5424643185361293,7.084928637068055,3.5070396753487603,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,0.0,0.0,35.42464318536129,27.454098468638712,23.592812361437115,67.30682205218645,53.13696477801041,43.997406836193534,4.0,5.0,5.0,1.2962962962962963,1.3286713286713288,2.2666666666666666,0.0,0.3448275862068966,0.25641025641025644,0.09615384615384616,0.425531914893617,0.3559870550161812,2.5,1.4285714285714284,1.1111111111111112,0.0,0.0,0.0,3.0303030303030303,3.333333333333333,4.111111111111111,1.7431192660550456,2.4,2.4168126094570925,6.666666666666666,8.333333333333334,8.333333333333334,True,2025-10-10 11:55:26,68.3243802282853
282,283,https://www.portalinmobiliario.com/mlc-1308313710-edificio-torres-de-vicuna-mackenna-vista-oriente-piso-2-_jm#position=36&search_layout=stack&type=item&tracking_id=22cbac8e-6f0f-4e17-80bd-fcec118cf371,edificio torres de vicuña mackenna- vista oriente piso 2,321000.0,"av. vicuña mackenna pte. 6300 - 6600, metro mirador, la florida",30.0,28.0,2.0,2,1,1,,2,,65000.0,,,21,9,2,446333,2023-02-11 00:00:00.000000,publicado hace 9 días por assetplan chile,-33.514771,-70.60714,La florida,2023-02-03 17:56:38.671000,pesos,Rm (metropolitana),GRID_0009_0069,350799.8451130898,6294291.179614866,Ñuñoa,19S,32719.0,2025-10-10 11:53:43,False,332.38303936665216,1430.034819064107,332.3840501019591,2717.0969998865257,3705.338612182727,1948.837263202844,3526.2324539209076,1177.9643684138446,1307.066236715329,2099.789939863769,337.4803882836225,527.8229554379392,3575.396993022569,3123.2573675832664,2642.952777014688,2812.9968058104423,2717.0969998865257,332.38303936665216,2717.0969998865257,1177.9643684138446,1948.837263202844,True,2025-10-10 11:54:16,0.0,2.6568482389005204,2.231752520676484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.313696477801041,7.33290113936559,0.0,7.970544716701561,9.564653660042074,0.0,2.0,2.0,0.0,0.20979020979020976,0.3111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6451612903225805,1.2777777777777777,0.0,0.36,0.5253940455341506,0.0,3.333333333333333,3.333333333333333,True,2025-10-10 11:55:26,3804.607325348606
