fecha_extraccion,comuna,tipo_propiedad,titulo,precio,moneda,dormitorios,banos,metros_utiles,caracteristicas_raw,ubicacion,url,direccion_geocoded,geometry,superficie_util,precio_uf,longitude,latitude,precio_m2_uf,dist_educacion_basica_m,dist_educacion_superior_m,dist_educacion_parvularia_m,dist_salud_m,dist_salud_clinicas_m,dist_transporte_metro_m,dist_transporte_carga_m,dist_seguridad_pdi_m,dist_seguridad_cuarteles_m,dist_seguridad_bomberos_m,dist_areas_verdes_m,dist_ocio_m,dist_turismo_m,dist_servicios_publicos_m,dist_servicios_sernam_m,dist_comercio_m,dist_puntos_interes_m,dist_educacion_min_m,dist_salud_min_m,dist_seguridad_min_m,dist_transporte_min_m,dens_educacion_300m_km2,dens_educacion_600m_km2,dens_educacion_1000m_km2,dens_salud_300m_km2,dens_salud_600m_km2,dens_salud_1000m_km2,dens_comercio_300m_km2,dens_comercio_600m_km2,dens_comercio_1000m_km2,dens_seguridad_300m_km2,dens_seguridad_600m_km2,dens_seguridad_1000m_km2,dens_transporte_300m_km2,dens_transporte_600m_km2,dens_transporte_1000m_km2,dens_recreacion_300m_km2,dens_recreacion_600m_km2,dens_recreacion_1000m_km2,dens_total_300m_km2,dens_total_600m_km2,dens_total_1000m_km2,dens_norm_educacion_300m_km2,dens_norm_educacion_600m_km2,dens_norm_educacion_1000m_km2,dens_norm_salud_300m_km2,dens_norm_salud_600m_km2,dens_norm_salud_1000m_km2,dens_norm_comercio_300m_km2,dens_norm_comercio_600m_km2,dens_norm_comercio_1000m_km2,dens_norm_seguridad_300m_km2,dens_norm_seguridad_600m_km2,dens_norm_seguridad_1000m_km2,dens_norm_transporte_300m_km2,dens_norm_transporte_600m_km2,dens_norm_transporte_1000m_km2,dens_norm_recreacion_300m_km2,dens_norm_recreacion_600m_km2,dens_norm_recreacion_1000m_km2,dens_norm_total_300m_km2,dens_norm_total_600m_km2,dens_norm_total_1000m_km2,div_norm_servicios_300m,div_norm_servicios_600m,div_norm_servicios_1000m,acc_educacion,acc_salud,acc_transporte,acc_entorno,acc_seguridad,acc_comercial,idx_vida_urbana,idx_calidad_vida,idx_habitabilidad_global,dist_to_grid,m2_por_dormitorio,m2_por_habitante,ratio_bano_dorm,total_habitaciones,es_departamento,es_casa,comuna_norm,es_comuna_premium,es_comuna_economica,satisfaccion_familia_con_ninos,satisfaccion_profesional_joven,satisfaccion_inversionista,satisfaccion_adulto_mayor,satisfaccion_balanceado,satisfaccion_target
2025-11-29 18:02:18,Estación Central,casa,Casa En Venta De 4 Dorm. En Estación Central,4800,CLF,4.0,3.0,112 m² útiles,4 dormitorios | 3 baños | 112 m² útiles,"Laguna Del Inca / Cuadro Verde, Metro Pajaritos, Estación Central",,"Laguna Del Inca / Cuadro Verde, Estación Central, Santiago, Chile",POINT (-70.724034326008 -33.463104365368),112.0,4800.0,-70.724034326008,-33.463104365368,42.857142857142854,567.7843110221183,1945.6726224774184,567.7843110221183,3601.409071862889,423.9605411259168,320.4993384715572,4691.639716202644,903.5482858371163,2323.704716557481,7372.709921203209,61.36101069649998,377.6503393586281,3636.2702516829904,3297.3907367057727,1806.9405900402771,818.2982398258198,722.4664807167791,567.7843110221183,423.9605411259168,903.5482858371163,320.4993384715572,0.0,1.7712321592670137,5.738792196025244,0.0,0.8856160796335069,0.31882178866806915,0.0,0.0,0.6376435773361383,0.0,0.0,0.31882178866806915,0.0,0.0,0.0,49.59450045950581,23.911634150104685,23.911634150105183,49.59450045950581,26.568482389005204,30.925713500802704,0.0,0.13986013986013987,0.8,0.0,0.3448275862068966,0.25641025641025644,0.0,0.0,0.06472491909385114,0.0,0.0,1.1111111111111112,0.0,0.0,0.0,4.242424242424242,2.9032258064516125,4.166666666666666,1.2844036697247707,1.2,1.6987740805604201,1.6666666666666665,5.0,8.333333333333334,5.3746028827175145,6.087681814295937,6.718002646113772,6.814407067729621,4.275928558435365,1.8178713604644807,6.0628543843677605,4.553902802761803,5.4592737517253775,51.38827569605227,28.0,14.0,0.75,7.0,0,1,estación central,0,1,5.91548073715426,5.513941350383207,6.16826309901809,5.688885569545023,5.6137686277610035,5.6137686277610035
2025-11-29 18:02:18,Estación Central,casa,"Casa Av Las Rejas C/ 5 De Abril, 225 Mts, Precio Rebajado",130000000,CLP,4.0,1.0,125 m² útiles,4 dormitorios | 1 baño | 125 m² útiles,"Las Gardenias 700, Estación Central, Metro Las Rejas, Estación Central",,"Las Gardenias 700, Estación Central, Santiago, Chile",POINT (-70.704301137107 -33.462645643738),125.0,3376.6233766233768,-70.704301137107,-33.462645643738,27.012987012987015,267.0484120620529,248.42562714649029,297.3046065658217,1963.590097634273,696.6438597895968,1833.221923535383,2926.6523093099386,194.39954290048146,935.0188123126798,5780.6226299015025,23.02064630178397,70.50480133127655,1991.2906116594947,1673.2285568295688,173.11621258069485,824.2701261371484,526.3778082310115,248.42562714649029,696.6438597895968,194.39954290048146,1833.221923535383,10.627392955608387,20.36916983157066,13.071693335390835,0.0,0.0,0.6376435773361383,0.0,0.8856160796335069,1.2752871546722766,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.0,81.47667932633097,61.10750949471198,44.95387220219774,95.64653660047549,83.24791148554965,60.57613984693313,0.5555555555555556,1.6083916083916086,1.8222222222222224,0.0,0.0,0.5128205128205129,0.0,0.05319148936170213,0.12944983818770228,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,0.0,6.969696969696971,7.419354838709678,7.833333333333333,2.477064220183486,3.76,3.327495621716287,5.0,6.666666666666666,8.333333333333334,6.345245890780855,5.528343814337095,0.6671123058584678,8.369745253339566,6.4223299859277345,1.833861223917959,4.315044984726635,5.8247554642895345,4.918929176551795,36.82193187579288,31.25,15.625,0.25,5.0,0,1,estación central,0,1,6.127772254476554,5.166954735111289,5.930791881668017,5.2689969221459085,5.669977165210049,5.669977165210049
2025-11-29 18:02:18,Estación Central,casa,Casa En Tradicional Barrio. Metro Las Rejas. Lindo Patio. ,125000000,CLP,3.0,1.0,97 m² útiles,3 dormitorios | 1 baño | 97 m² útiles,"Los Alerces 1 - 300, Santiago, Estación Central, Metro Las Rejas, Estación Central",,"Los Alerces 1 - 300, Estación Central, Santiago, Chile",POINT (-70.707670092429 -33.458037084002),97.0,3246.753246753247,-70.707670092429,-33.458037084002,33.47168295621904,199.59231371594706,658.1045643201618,199.59231371594706,2090.565681225639,533.093832995754,1432.5341020316228,3237.524090935733,626.1166243701084,1656.1044424371726,5849.940977197783,57.22002384023644,225.60716376546534,2126.869547197223,1787.5468879959567,584.0715970028868,851.7190948767918,978.6483956904858,199.59231371594706,533.093832995754,626.1166243701084,1432.5341020316228,7.084928637072259,10.627392955602081,13.709336912726972,0.0,0.8856160796335069,0.6376435773361383,0.0,0.0,0.6376435773361383,0.0,0.0,0.6376435773361383,0.0,0.0,0.0,46.052036140969676,46.052036140942356,43.3597632588574,53.136964778041936,57.56504517617795,58.982030903592786,0.3703703703703704,0.8391608391608391,1.911111111111111,0.0,0.3448275862068966,0.5128205128205129,0.0,0.0,0.06472491909385114,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,3.9393939393939394,5.591397849462365,7.555555555555555,1.3761467889908259,2.6,3.2399299474605954,3.333333333333333,5.0,8.333333333333334,6.096153559205199,5.909960543522728,2.2698635918735093,6.683596850495787,5.38620899040063,1.728749080328555,4.873789362732703,4.807926161417071,4.84744408220645,115.04431168718156,32.333333333333336,16.166666666666668,0.3333333333333333,4.0,0,1,estación central,0,1,6.0717954684399,4.700653986827446,5.707694272960114,5.2773065415690805,4.903613627757457,4.903613627757457
2025-11-29 18:02:18,Estación Central,casa,Se Vende Casa Aislada En Estación Central Stag.,8116,CLF,4.0,2.0,83 m² útiles,4 dormitorios | 2 baños | 83 m² útiles,"Vista Hermosa, Estación Central, Metro Pajaritos, Estación Central",,"Vista Hermosa, Estación Central, Santiago, Chile",POINT (-70.7190051 -33.4629791),83.0,8116.0,-70.7190051,-33.4629791,97.78313253012048,639.5905808647467,1548.5808650881095,639.5905808647467,3222.5318421550496,712.6201168053414,516.4455466171822,4296.910648176698,579.487294658993,2076.1418840223064,7010.223938839586,165.54949801154137,497.758531969693,3256.578060942178,2918.692387970476,1409.3015810701847,606.5317042916695,949.4747620536408,639.5905808647467,712.6201168053414,579.487294658993,516.4455466171822,0.0,0.0,6.376435773361383,0.0,0.0,0.31882178866806915,0.0,0.0,0.9564653660042074,0.0,0.8856160796335069,0.31882178866806915,0.0,0.0,0.0,28.339714548289034,27.454098468638712,34.432753176151465,28.339714548289034,28.33971454827222,42.403297892853196,0.0,0.0,0.888888888888889,0.0,0.0,0.25641025641025644,0.0,0.0,0.09708737864077671,0.0,1.4285714285714284,1.1111111111111112,0.0,0.0,0.0,2.4242424242424248,3.333333333333333,6.0,0.7339449541284404,1.28,2.329246935201401,1.6666666666666665,3.333333333333333,8.333333333333334,5.232491302962304,5.4141428043772795,5.934217813531271,5.384373722063506,5.053674937262861,2.3825821218888814,5.515669856698984,4.384626606570925,5.06325255664776,59.13018639173307,20.75,10.375,0.5,6.0,0,1,estación central,0,1,5.050608197369712,4.040952889259421,3.90331836984015,4.898023876430506,4.33071712834493,4.33071712834493
2025-11-29 18:02:18,Estación Central,casa,"Amplia Casa De Dos Pisos Remodelada, Villa Moderna",140000000,CLP,4.0,1.0,110 m² útiles,4 dormitorios | 1 baño | 110 m² útiles,"Padre Jaime Larraín Hurtado 600 - 900, Santiago, Estación Central, Nogales - San Eugenio, Estación Central",,"Padre Jaime Larraín Hurtado 600 - 900, Estación Central, Santiago, Chile",POINT (-70.698491540167 -33.468656344012),110.0,3636.3636363636365,-70.698491540167,-33.468656344012,33.057851239669425,28.20912146790196,608.0365547176838,28.20912146790196,1981.96603425482,1369.6473068679943,2459.204425053032,2599.0390889079126,657.6545417748658,186.99277994715558,5646.466203493711,254.16252412727206,139.8751270963266,1994.5731852301606,1762.683613850703,979.4626797009546,478.9689500159654,127.58144708288047,28.20912146790196,1369.6473068679943,186.99277994715558,2459.204425053032,24.797250229752905,15.941089433403123,14.984624067399249,0.0,0.0,0.0,7.084928637072259,2.6568482389005204,1.5941089433403457,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.0,10.627392955608387,25.6828663093717,32.201000655474985,46.052036140969676,45.166420061308855,49.41737724355072,1.2962962962962963,1.2587412587412588,2.0888888888888886,0.0,0.0,0.0,0.19230769230769232,0.15957446808510636,0.16181229773462785,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,0.0,0.9090909090909092,3.118279569892473,5.6111111111111125,1.1926605504587156,2.04,2.714535901926445,6.666666666666666,6.666666666666666,6.666666666666666,6.469645557735021,3.8041562839746796,0.0,4.183732833909094,6.440106217015717,2.8184941474751564,3.4625561809103784,4.4510732429108995,3.8579630057105865,40.155071513440035,27.5,13.75,0.25,5.0,0,1,estación central,0,1,5.269177530507807,4.752049394415396,5.245777749966962,4.831074958794349,5.434949527278147,5.434949527278147
2025-11-29 18:02:18,Estación Central,casa,Excelente Propiedad En Av. Gladys Marín,285000000,CLP,5.0,3.0,126 m² útiles,5 dormitorios | 3 baños | 126 m² útiles,"Avenida Gladys Marín Millie 6647, Santiago, Estación Central, Chile, Metro Pajaritos, Estación Central",,"Avenida Gladys Marín Millie 6647, Estación Central, Santiago, Chile",POINT (-70.713213175 -33.458617911353),126.0,7402.597402597403,-70.713213175,-33.458617911353,58.750773036487324,412.60063371768086,1076.6058809219487,412.60063371768086,2528.3960082324,969.1424345176991,1008.1378578444862,3649.684308325431,200.12210387696962,1770.7438273088037,6296.92158917989,25.896553698963743,230.8504027388688,2563.9181699586366,2224.59158923033,830.2332768609914,545.9626822121458,890.8006013098272,412.60063371768086,969.1424345176991,200.12210387696962,1008.1378578444862,0.0,7.9705447167015615,8.927010082705936,0.0,0.0,0.31882178866806915,0.0,0.8856160796335069,0.6376435773361383,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,0.0,0.0,60.221893415114195,46.93765222057586,42.08447610418512,63.76435773365032,56.67942909654444,52.28677334156333,0.0,0.6293706293706294,1.2444444444444445,0.0,0.0,0.25641025641025644,0.0,0.05319148936170213,0.06472491909385114,2.5,1.4285714285714284,1.1111111111111112,0.0,0.0,0.0,5.151515151515151,5.698924731182795,7.333333333333333,1.6513761467889907,2.56,2.8721541155866896,3.333333333333333,6.666666666666666,8.333333333333334,5.756627491287035,4.815590729715112,3.9674485686220553,7.446274807262757,5.964151395139718,2.576014407717966,4.843459109858772,5.540559663762409,5.122299331420226,67.22115620083969,25.2,12.6,0.6,8.0,0,1,estación central,0,1,5.484229537315815,4.86862618194778,5.503265686493992,5.800999423390145,5.33408237879387,5.33408237879387
2025-11-29 18:02:18,Estación Central,casa,Excelente Casa En Villa España,3150,CLF,3.0,1.0,90 m² útiles,3 dormitorios | 1 baño | 90 m² útiles,"Pje. Miguel De Cervantes 576, Santiago, Estación Central, Villa Francia, Estación Central",,"Pje. Miguel De Cervantes 576, Estación Central, Santiago, Chile",POINT (-70.706520392888 -33.466959280645),90.0,3150.0,-70.706520392888,-33.466959280645,35.0,165.01642571253296,385.1661362771723,165.01642571253296,2362.662765100419,1133.0935752458413,1759.2819159510038,3237.3596030300464,395.03531280940786,816.9132943762293,6165.549793181507,91.36667769165156,153.04951832021032,2387.4048480692063,2082.2177852463456,606.5554598960302,661.9956793726267,167.69120510664507,165.01642571253296,1133.0935752458413,395.03531280940786,1759.2819159510038,10.627392955608387,11.513009035235589,14.028158701395041,0.0,0.0,0.0,3.5424643185361293,0.8856160796335069,1.5941089433403457,0.0,0.8856160796335069,0.6376435773361383,0.0,0.0,0.0,63.76435773365032,59.33627733544496,47.823268300210366,77.93421500779483,72.62051852994756,64.0831795222819,0.5555555555555556,0.9090909090909092,1.9555555555555553,0.0,0.0,0.0,0.09615384615384616,0.05319148936170213,0.16181229773462785,0.0,1.4285714285714284,2.2222222222222223,0.0,0.0,0.0,5.454545454545454,7.204301075268818,8.333333333333332,2.018348623853211,3.28,3.520140105078809,5.0,6.666666666666666,6.666666666666666,6.165616652781323,4.356114991093037,0.9628723361959848,7.2704393388144695,5.94080413814631,2.2665930819566835,3.880992693130407,5.370394901556686,4.4767535765009185,53.60966953127834,30.0,15.0,0.3333333333333333,4.0,0,1,estación central,0,1,6.248802847032222,4.463073281385812,5.538527004746381,5.158138917769669,5.370554950032319,5.370554950032319
2025-11-29 18:02:18,Estación Central,casa,Oportunidad Venta De Casa Cercana A Metro Padre Hurtado,1920,CLF,4.0,1.0,80 m² útiles,4 dormitorios | 1 baño | 80 m² útiles,"Padre Vicente Irarrázabal 1018, Estación Central, Región Metropolitana, Chile, Nogales - San Eugenio, Estación Central",,"Padre Vicente Irarrázabal 1018, Estación Central, Santiago, Chile",POINT (-70.692928382518 -33.46305201457),80.0,1920.0,-70.692928382518,-33.46305201457,24.0,192.1505393250666,813.423974362504,192.1505393250666,1261.783063186627,1012.1527848765924,1738.556516520309,1973.623183132951,901.4419337676914,905.4830233941376,4957.980255659332,208.12673031922517,134.74031759511558,1273.7097822586343,1055.7664353915416,1016.2238184759441,615.0785021523665,571.749866512136,192.1505393250666,1012.1527848765924,901.4419337676914,1738.556516520309,7.084928637072259,14.16985727413611,18.49166374274801,0.0,0.0,0.0,0.0,1.7712321592670137,1.5941089433403457,0.0,0.0,0.6376435773361383,0.0,0.0,0.0,14.169857274144517,15.055473353769617,21.04223805209256,21.254785911216775,30.996562787172742,41.765654315517054,0.3703703703703704,1.118881118881119,2.5777777777777775,0.0,0.0,0.0,0.0,0.10638297872340426,0.16181229773462785,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,1.2121212121212124,1.827956989247312,3.6666666666666665,0.5504587155963303,1.4,2.294220665499124,3.333333333333333,5.0,6.666666666666666,6.2169718003623675,4.638310168621284,1.0457739339187642,4.56542695446448,4.72542824784643,2.4236204481610653,4.034147787732853,3.9708853905880406,4.008842828874928,76.16531767588828,20.0,10.0,0.25,5.0,0,1,estación central,0,1,5.330562355572073,4.077113264606259,5.503654906599571,4.376080710744505,5.117271828779942,5.117271828779942
2025-11-29 18:02:18,Estación Central,casa,Casa Sector  Las Rejas 130 Millones,130000000,CLP,4.0,1.0,110 m² útiles,4 dormitorios | 1 baño | 110 m² útiles,"Las Gardenias 882, Santiago, Estación Central, Metro Las Rejas, Estación Central",,"Las Gardenias 882, Estación Central, Santiago, Chile",POINT (-70.704227187999 -33.463938694198),110.0,3376.6233766233768,-70.704227187999,-33.463938694198,30.696576151121608,210.920658762761,134.71936699534652,202.23453624618162,2081.483064850971,894.0668774956687,1878.5331470396006,2982.5970130745272,120.01115819232513,778.0537819336505,5888.242364524645,22.434919734861783,129.84942021412067,2106.698824053312,1799.7658877098484,373.1133033167526,813.0698957382984,407.24327235365234,134.71936699534652,894.0668774956687,120.01115819232513,1878.5331470396006,17.712321592680645,16.82670551303663,13.071693335390835,0.0,0.0,0.6376435773361383,0.0,0.8856160796335069,1.2752871546722766,3.5424643185361293,0.8856160796335069,0.6376435773361383,0.0,0.0,0.0,99.18900091901162,57.56504517617795,48.46091187754651,120.44378683022839,76.16298284848159,64.0831795222819,0.9259259259259258,1.3286713286713288,1.8222222222222224,0.0,0.0,0.5128205128205129,0.0,0.05319148936170213,0.12944983818770228,2.5,1.4285714285714284,2.2222222222222223,0.0,0.0,0.0,8.484848484848484,6.989247311827956,8.444444444444445,3.1192660550458715,3.44,3.520140105078809,5.0,6.666666666666666,8.333333333333334,6.369805291074115,5.06769010635626,0.4858674118415971,9.130249643749934,6.600862109227308,1.863728504981559,4.083777853417217,6.191477041762634,4.926857528755384,92.85095655939568,27.5,13.75,0.25,5.0,0,1,estación central,0,1,6.000850762491419,4.922913609198436,5.5939521427434,5.579945288405608,5.75557535812951,5.75557535812951
2025-11-29 18:02:18,Estación Central,casa,Casa En Venta De 4 Dorm. En Estación Central,3730,CLF,4.0,2.0,89 m² útiles,4 dormitorios | 2 baños | 89 m² útiles,"AVENIDA PAJARITOS//AVENIDA LAS PARECELAS//METRO LAS REJAS, Metro Pajaritos, Estación Central",,"AVENIDA PAJARITOS//AVENIDA LAS PARECELAS// LAS REJAS, Estación Central, Santiago, Chile",POINT (-70.714338943208 -33.460039978852),89.0,3730.0,-70.714338943208,-33.460039978852,41.91011235955056,448.38276827585474,1273.7038768614377,448.38276827585474,2721.3056221310544,1010.6054092537338,808.9152317080341,3848.9240840207217,18.596949861222647,1815.6958668982618,6479.045257987022,203.39476023859416,142.55584506906695,2757.2190192976013,2417.812636730242,1024.0795715038118,577.5547246856192,1003.5065933054601,448.38276827585474,1010.6054092537338,18.596949861222647,808.9152317080341,0.0,5.313696477801041,7.0140793506975205,0.0,0.0,0.0,0.0,0.8856160796335069,0.31882178866806915,3.5424643185361293,0.8856160796335069,0.31882178866806915,0.0,0.0,0.0,35.42464318536129,46.93765222057586,37.93979285150023,38.96710750389742,54.022580857643916,45.591515779533886,0.0,0.41958041958041953,0.9777777777777776,0.0,0.0,0.0,0.0,0.05319148936170213,0.03236245954692557,2.5,1.4285714285714284,1.1111111111111112,0.0,0.0,0.0,3.0303030303030303,5.698924731182795,6.6111111111111125,1.0091743119266054,2.44,2.5043782837127844,3.333333333333333,6.666666666666666,6.666666666666666,5.629772845901142,4.641920711741287,4.764339073167864,5.498177713958544,6.39981176477751,2.4917689611220366,4.975001860417217,4.866745303353282,4.931699237591643,124.19517883493673,22.25,11.125,0.5,6.0,0,1,estación central,0,1,5.730485754661449,4.944614387554611,5.9514142921123465,5.197367363879013,5.206765239570331,5.206765239570331
